,user_id,age,gender,city,salary,experience_years,department,performance_score,joining_year
455,456,23.0,Female,,110000.0,,HR,,2012.0
456,457,32.0,Female,Delhi,60000.0,7.0,Finance,5.0,
457,458,,Female,,,,Sales,,2024.0
458,459,54.0,Male,Pune,,,HR,2.0,2022.0
459,460,50.0,Male,Bangalore,,,Sales,4.0,
460,461,25.0,Male,,35000.0,1.0,IT,,2020.0
461,462,,Male,Mumbai,,7.0,,3.0,2011.0
462,463,,Female,,105000.0,,,2.0,2015.0
463,464,22.0,Male,Pune,90000.0,5.0,Sales,,2015.0
464,465,56.0,Male,Bangalore,80000.0,11.0,,2.0,2023.0
465,466,21.0,,Delhi,110000.0,14.0,HR,1.0,2020.0
466,467,23.0,Female,Pune,45000.0,,Sales,5.0,2017.0
467,468,,Other,Bangalore,75000.0,7.0,Finance,,2017.0
468,469,49.0,,,,3.0,HR,,2010.0
469,470,,Male,Ahmedabad,100000.0,14.0,HR,,2016.0
470,471,47.0,Male,Ahmedabad,130000.0,,HR,4.0,2015.0
471,472,,Female,Mumbai,145000.0,,Finance,1.0,2017.0
472,473,52.0,Female,Bangalore,,,IT,,
473,474,57.0,Male,Ahmedabad,,12.0,,5.0,
474,475,,Female,Delhi,,,Sales,,2017.0
475,476,33.0,Male,Bangalore,140000.0,1.0,IT,,2023.0
476,477,30.0,Male,Delhi,65000.0,12.0,Sales,3.0,
477,478,,Female,Delhi,130000.0,12.0,,2.0,
478,479,59.0,Female,Ahmedabad,120000.0,,Finance,,2018.0
479,480,47.0,Female,Bangalore,120000.0,14.0,HR,1.0,2024.0
480,481,36.0,Male,,,,HR,,2019.0
481,482,34.0,Female,Pune,80000.0,9.0,Finance,,
482,483,36.0,Male,Ahmedabad,,2.0,IT,,2013.0
483,484,45.0,Male,Ahmedabad,,,IT,,
484,485,43.0,Female,,135000.0,2.0,Sales,,2022.0
485,486,54.0,,Bangalore,,,Finance,1.0,2014.0
486,487,43.0,Female,Bangalore,70000.0,13.0,IT,4.0,2016.0
487,488,40.0,Female,Delhi,100000.0,7.0,Finance,,2018.0
488,489,26.0,Female,,35000.0,,,,2017.0
489,490,29.0,Female,,140000.0,3.0,HR,5.0,
490,491,18.0,Male,Bangalore,,,HR,2.0,2015.0
491,492,18.0,Male,Delhi,60000.0,10.0,HR,,
492,493,,Male,Ahmedabad,120000.0,10.0,Finance,,2015.0
493,494,51.0,Male,Mumbai,115000.0,10.0,Finance,1.0,2023.0
494,495,49.0,Female,Pune,110000.0,1.0,Sales,,2010.0
495,496,,Female,Ahmedabad,110000.0,,HR,,2018.0
496,497,42.0,Male,Bangalore,75000.0,8.0,Sales,,2022.0
497,498,57.0,Male,Pune,,1.0,HR,,
498,499,,Female,Mumbai,,,Sales,3.0,
499,500,18.0,Male,Mumbai,100000.0,14.0,Sales,3.0,2020.0
500,501,33.0,Female,Delhi,,,,,2017.0
501,502,56.0,Female,Pune,,,Sales,2.0,2014.0
502,503,22.0,Female,Delhi,,3.0,Finance,1.0,2019.0
503,504,39.0,Female,Ahmedabad,,7.0,Sales,,2016.0
504,505,46.0,Female,,,8.0,HR,,2019.0
505,506,20.0,Male,,105000.0,4.0,Sales,,2013.0
506,507,29.0,Female,,85000.0,,IT,,2018.0
507,508,43.0,Female,Pune,,12.0,HR,3.0,2023.0
508,509,33.0,Male,,,6.0,IT,,2011.0
509,510,,Female,Ahmedabad,,,HR,2.0,2018.0
510,511,54.0,Female,Delhi,50000.0,,Finance,,2010.0
511,512,39.0,Female,Pune,,2.0,Finance,,2019.0
512,513,46.0,Female,Delhi,80000.0,4.0,Finance,1.0,2019.0
513,514,31.0,Female,Pune,105000.0,,IT,4.0,
514,515,45.0,Female,Delhi,,11.0,,,2012.0
515,516,22.0,Female,Mumbai,80000.0,6.0,HR,,2015.0
516,517,,Female,Delhi,,8.0,Finance,,2015.0
517,518,,Female,,,5.0,HR,,2011.0
518,519,47.0,Female,Mumbai,25000.0,,IT,,
519,520,,Female,Delhi,95000.0,,,2.0,2011.0
520,521,,Male,Pune,60000.0,,IT,4.0,2021.0
521,522,22.0,Female,Pune,60000.0,2.0,HR,5.0,2014.0
522,523,29.0,Female,Pune,,,,1.0,
523,524,33.0,Male,Bangalore,70000.0,3.0,,1.0,2016.0
524,525,43.0,Female,Ahmedabad,125000.0,9.0,IT,,
525,526,43.0,Male,Pune,,4.0,Finance,3.0,
526,527,,Male,Mumbai,,,HR,,2010.0
527,528,38.0,Female,Pune,,,Sales,3.0,2010.0
528,529,56.0,Male,Bangalore,130000.0,9.0,Sales,,
529,530,53.0,Female,,,11.0,IT,,2010.0
530,531,50.0,Female,Mumbai,,9.0,HR,1.0,
531,532,47.0,Female,Bangalore,,12.0,HR,2.0,2022.0
532,533,54.0,Male,,60000.0,10.0,IT,,2018.0
533,534,40.0,Male,Mumbai,135000.0,,HR,2.0,2024.0
534,535,27.0,Female,Delhi,55000.0,,Finance,4.0,2012.0
535,536,22.0,,Ahmedabad,50000.0,7.0,IT,2.0,2023.0
536,537,53.0,Female,Ahmedabad,,7.0,Finance,,2020.0
537,538,51.0,Male,Bangalore,105000.0,,HR,,2021.0
538,539,,Female,,30000.0,7.0,IT,,2022.0
539,540,48.0,Female,Ahmedabad,,12.0,HR,,2022.0
540,541,27.0,Female,,45000.0,1.0,IT,,2010.0
541,542,36.0,Male,,,11.0,HR,1.0,2019.0
542,543,49.0,Female,Bangalore,,9.0,Finance,,2012.0
543,544,18.0,Female,Bangalore,120000.0,11.0,Finance,,2013.0
544,545,22.0,,Bangalore,,10.0,HR,5.0,
545,546,,Male,Ahmedabad,,14.0,IT,5.0,2017.0
546,547,21.0,Female,Bangalore,20000.0,,Sales,,
547,548,33.0,Other,Ahmedabad,,,Finance,,
548,549,41.0,Male,Bangalore,120000.0,1.0,Finance,,
549,550,33.0,Other,Pune,,,Sales,,2024.0
550,551,19.0,Female,,,11.0,HR,,
551,552,,Male,Bangalore,80000.0,,IT,1.0,2024.0
552,553,45.0,Male,Mumbai,65000.0,,HR,1.0,2011.0
553,554,49.0,Female,,,,,,2020.0
554,555,44.0,Male,,65000.0,,Finance,5.0,2010.0
555,556,37.0,Female,Bangalore,,5.0,,,2024.0
556,557,41.0,Male,Delhi,80000.0,,Finance,2.0,
557,558,29.0,Female,Bangalore,,14.0,Finance,,2013.0
558,559,,Male,,,2.0,,,2020.0
559,560,52.0,Female,Mumbai,135000.0,5.0,,,2014.0
560,561,50.0,,,25000.0,2.0,HR,4.0,2012.0
561,562,50.0,,Mumbai,125000.0,0.0,,1.0,2022.0
562,563,,Female,Ahmedabad,100000.0,12.0,HR,1.0,2019.0
563,564,,Male,Pune,,,HR,5.0,2020.0
564,565,54.0,Female,,85000.0,13.0,HR,2.0,
565,566,29.0,Male,Bangalore,65000.0,12.0,Finance,,2011.0
566,567,20.0,Male,Ahmedabad,,3.0,Finance,,2016.0
567,568,18.0,Male,Pune,140000.0,6.0,,5.0,2018.0
568,569,50.0,Female,Bangalore,30000.0,,Finance,5.0,2019.0
569,570,57.0,Female,Delhi,,9.0,,2.0,
570,571,27.0,Female,Bangalore,100000.0,6.0,Finance,,2016.0
571,572,,Male,Mumbai,75000.0,,IT,,2016.0
572,573,,Male,Mumbai,135000.0,14.0,IT,,2012.0
573,574,46.0,,Delhi,,14.0,,1.0,2021.0
574,575,30.0,Male,Ahmedabad,,3.0,Finance,2.0,2016.0
575,576,29.0,Female,Pune,140000.0,,Finance,,
576,577,48.0,Male,Bangalore,,,HR,4.0,2010.0
577,578,,Female,Mumbai,145000.0,5.0,Sales,5.0,2014.0
578,579,19.0,Female,Ahmedabad,,,,2.0,
579,580,,Male,Delhi,20000.0,,Sales,1.0,2024.0
580,581,,Male,,115000.0,4.0,Sales,,2011.0
581,582,52.0,Female,Mumbai,,,,1.0,2018.0
582,583,40.0,Female,Delhi,95000.0,11.0,Finance,4.0,2016.0
583,584,34.0,Male,Bangalore,100000.0,0.0,,2.0,2013.0
584,585,43.0,,Pune,,7.0,Sales,4.0,
585,586,25.0,Male,Mumbai,,0.0,Finance,,
586,587,46.0,Male,Mumbai,75000.0,4.0,IT,,2013.0
587,588,43.0,Other,Bangalore,,,,,2022.0
588,589,27.0,Male,,,5.0,,5.0,2010.0
589,590,43.0,Female,Ahmedabad,,,Finance,,2012.0
590,591,51.0,Male,Pune,,2.0,IT,3.0,
591,592,,Male,Mumbai,,14.0,IT,,2013.0
592,593,58.0,,Pune,,4.0,Finance,4.0,
593,594,24.0,Male,Mumbai,45000.0,,HR,,
594,595,21.0,Female,Pune,50000.0,13.0,,,2010.0
595,596,,Male,Delhi,,,,,2014.0
596,597,,Male,Mumbai,,,Sales,,
597,598,28.0,Male,Pune,140000.0,5.0,Finance,1.0,2020.0
598,599,46.0,Female,Ahmedabad,,,Sales,2.0,2022.0
599,600,53.0,Male,Delhi,50000.0,,Sales,5.0,
600,601,42.0,Female,Delhi,75000.0,13.0,IT,3.0,2014.0
601,602,38.0,Female,Ahmedabad,95000.0,,,2.0,2013.0
602,603,53.0,,Pune,95000.0,7.0,Sales,1.0,2013.0
603,604,27.0,Male,Bangalore,,6.0,IT,,2013.0
604,605,54.0,Female,Ahmedabad,,7.0,Finance,3.0,2013.0
605,606,26.0,Female,Pune,80000.0,12.0,Sales,1.0,
606,607,41.0,Female,Ahmedabad,50000.0,5.0,,1.0,
607,608,52.0,Female,Ahmedabad,,,Sales,1.0,
608,609,,Female,Mumbai,60000.0,1.0,Finance,,
609,610,52.0,Female,Pune,,7.0,Sales,3.0,2018.0
610,611,,Male,Bangalore,70000.0,10.0,,1.0,
611,612,53.0,Male,Mumbai,55000.0,0.0,IT,,2011.0
612,613,35.0,Other,Ahmedabad,,,,,2013.0
613,614,,Female,,130000.0,5.0,IT,3.0,2021.0
614,615,56.0,Female,Ahmedabad,140000.0,,HR,,2016.0
615,616,49.0,Female,Ahmedabad,55000.0,,,4.0,2024.0
616,617,41.0,Male,Pune,,11.0,,4.0,2016.0
617,618,40.0,Male,Pune,125000.0,10.0,Finance,5.0,
618,619,49.0,Female,Mumbai,35000.0,9.0,Sales,,
619,620,54.0,Male,Bangalore,,2.0,IT,,
620,621,29.0,Male,Mumbai,30000.0,12.0,IT,4.0,2018.0
621,622,,Female,Delhi,,2.0,Finance,,2023.0
622,623,30.0,Male,Ahmedabad,,14.0,Finance,,
623,624,40.0,Female,,,,Sales,1.0,2014.0
624,625,42.0,Male,Ahmedabad,,12.0,Sales,1.0,2011.0
625,626,52.0,Female,Ahmedabad,,,,,
626,627,58.0,Male,Mumbai,,2.0,HR,,
627,628,47.0,Female,,80000.0,,Sales,,2023.0
628,629,34.0,Male,,90000.0,10.0,Finance,,2023.0
629,630,,Male,,130000.0,,Sales,,2010.0
630,631,37.0,Male,Mumbai,,,IT,,2012.0
631,632,,Female,Ahmedabad,145000.0,,HR,,2016.0
632,633,42.0,Female,Mumbai,35000.0,10.0,,4.0,2024.0
633,634,39.0,Male,Pune,145000.0,,IT,,
634,635,30.0,Female,Pune,,,IT,,
635,636,36.0,Female,Mumbai,60000.0,2.0,HR,,2011.0
636,637,,Female,,40000.0,,,,
637,638,53.0,Male,Ahmedabad,,5.0,Finance,,2018.0
638,639,29.0,Female,Mumbai,115000.0,13.0,,1.0,
639,640,58.0,Male,Mumbai,70000.0,,Sales,,2014.0
640,641,36.0,Male,Mumbai,90000.0,,IT,,
641,642,29.0,,Delhi,,,Sales,4.0,
642,643,26.0,Male,Pune,,3.0,Finance,3.0,2013.0
643,644,24.0,Female,,125000.0,,Sales,4.0,2021.0
644,645,45.0,Female,Bangalore,,14.0,,4.0,2016.0
645,646,31.0,Female,,100000.0,10.0,Sales,,2023.0
646,647,48.0,Female,Bangalore,145000.0,2.0,Finance,2.0,2021.0
647,648,,Male,Delhi,,2.0,Finance,1.0,2012.0
648,649,36.0,Male,Mumbai,50000.0,,Finance,,2014.0
649,650,,Female,Delhi,,4.0,,1.0,
650,651,33.0,Male,Delhi,145000.0,,Finance,,2019.0
651,652,22.0,Male,Ahmedabad,140000.0,9.0,IT,2.0,2019.0
652,653,52.0,Male,Pune,65000.0,,Finance,,2020.0
653,654,29.0,Male,Bangalore,,,Sales,5.0,
654,655,42.0,Male,Mumbai,110000.0,3.0,Sales,4.0,2014.0
655,656,,Male,Bangalore,70000.0,,Sales,,2022.0
656,657,38.0,Female,,80000.0,10.0,,2.0,2019.0
657,658,53.0,Female,Bangalore,55000.0,1.0,Sales,,2018.0
658,659,40.0,Female,,,9.0,,,
659,660,33.0,Male,Pune,35000.0,10.0,,,2010.0
660,661,56.0,Male,,,,Finance,,2013.0
661,662,,Male,Bangalore,,,IT,1.0,2013.0
662,663,59.0,Female,Bangalore,70000.0,,Finance,2.0,
663,664,56.0,Female,,,,Finance,4.0,2018.0
664,665,31.0,Male,Delhi,20000.0,,,4.0,
665,666,48.0,Other,Pune,,,,3.0,2023.0
666,667,22.0,Male,Ahmedabad,135000.0,10.0,Sales,,2024.0
667,668,52.0,Female,Mumbai,,13.0,Sales,,2015.0
668,669,40.0,Female,Bangalore,,1.0,Finance,2.0,2019.0
669,670,46.0,Female,Mumbai,,,HR,4.0,2024.0
670,671,,Female,Ahmedabad,145000.0,4.0,HR,3.0,2013.0
671,672,28.0,Female,Mumbai,40000.0,4.0,Sales,2.0,
672,673,35.0,Male,Ahmedabad,115000.0,,HR,,
673,674,,Female,,,,Sales,4.0,
674,675,29.0,Male,Delhi,70000.0,11.0,,,2021.0
675,676,26.0,Female,Bangalore,,,Finance,2.0,2016.0
676,677,27.0,Female,Ahmedabad,,3.0,IT,4.0,
677,678,,Female,Mumbai,,,Finance,,2020.0
678,679,34.0,Female,Bangalore,,,Sales,5.0,2023.0
679,680,55.0,Female,Delhi,90000.0,9.0,Sales,3.0,2012.0
680,681,24.0,Female,,,,Finance,,
681,682,,Female,Bangalore,120000.0,5.0,Sales,,
682,683,30.0,Male,Ahmedabad,,,HR,3.0,2019.0
683,684,57.0,Male,Delhi,40000.0,13.0,HR,,2015.0
684,685,59.0,Male,Mumbai,45000.0,10.0,Sales,4.0,2022.0
685,686,26.0,Male,Delhi,,10.0,Sales,5.0,2019.0
686,687,,Female,Delhi,125000.0,,HR,5.0,
687,688,44.0,Male,Pune,105000.0,,Sales,,
688,689,19.0,,Delhi,85000.0,,Sales,5.0,
689,690,22.0,Male,Delhi,65000.0,,Finance,3.0,2015.0
690,691,46.0,Male,Bangalore,,,IT,,2022.0
691,692,54.0,Female,Mumbai,80000.0,,HR,5.0,2013.0
692,693,55.0,Female,Bangalore,,10.0,Finance,,2023.0
693,694,36.0,Female,Bangalore,,,IT,5.0,2010.0
694,695,25.0,Female,Ahmedabad,30000.0,11.0,Sales,5.0,
695,696,,Female,Bangalore,,4.0,Sales,,2014.0
696,697,,Male,Pune,45000.0,,Finance,3.0,2017.0
697,698,18.0,,Pune,,8.0,Sales,,2021.0
698,699,39.0,,Ahmedabad,55000.0,,,1.0,2011.0
699,700,,Female,,,8.0,Finance,,2021.0
700,701,34.0,Male,Mumbai,,,IT,5.0,2014.0
701,702,24.0,Female,Mumbai,,9.0,Finance,,2014.0
702,703,42.0,Male,Bangalore,,,HR,5.0,2022.0
703,704,,Male,Bangalore,,,Finance,,2018.0
704,705,21.0,Male,,100000.0,0.0,Sales,,2019.0
705,706,53.0,Female,Bangalore,70000.0,6.0,Sales,,2010.0
706,707,23.0,Female,Mumbai,80000.0,3.0,,,2012.0
707,708,48.0,Female,Delhi,70000.0,0.0,,,
708,709,36.0,Female,Pune,,14.0,,3.0,2021.0
709,710,,Male,Delhi,,7.0,IT,,2012.0
710,711,56.0,Male,Delhi,,11.0,,,2018.0
711,712,44.0,Male,Mumbai,45000.0,,IT,,2011.0
712,713,27.0,,Delhi,,,,,2012.0
713,714,43.0,Male,,95000.0,,IT,,2023.0
714,715,36.0,Female,Ahmedabad,35000.0,14.0,Finance,2.0,2013.0
715,716,56.0,Female,Bangalore,,,Finance,,
716,717,20.0,Male,Ahmedabad,145000.0,13.0,Sales,,2022.0
717,718,,Female,Pune,75000.0,13.0,IT,,2016.0
718,719,30.0,Female,Bangalore,70000.0,,HR,1.0,2021.0
719,720,,Female,Delhi,,,Sales,1.0,2012.0
720,721,45.0,Other,Pune,140000.0,,Finance,3.0,2018.0
721,722,37.0,Male,Bangalore,105000.0,,IT,3.0,2011.0
722,723,45.0,Male,,110000.0,0.0,,1.0,2018.0
723,724,25.0,Female,,130000.0,,HR,,2021.0
724,725,58.0,Other,,,10.0,Finance,4.0,2021.0
725,726,56.0,Male,,105000.0,14.0,Sales,,2024.0
726,727,18.0,Female,Delhi,145000.0,11.0,IT,2.0,2011.0
727,728,20.0,Female,Ahmedabad,45000.0,7.0,HR,,
728,729,30.0,Female,Bangalore,35000.0,,IT,5.0,2022.0
729,730,45.0,Male,Delhi,,,,,2023.0
730,731,,Female,,,5.0,Sales,,2014.0
731,732,42.0,Other,Ahmedabad,,2.0,IT,4.0,2019.0
732,733,50.0,Male,Pune,100000.0,,Finance,2.0,2021.0
733,734,55.0,Male,Pune,,12.0,Sales,5.0,2019.0
734,735,23.0,,Pune,,12.0,Finance,3.0,2020.0
735,736,,Male,,95000.0,1.0,IT,2.0,2011.0
736,737,,Female,Pune,25000.0,4.0,Sales,1.0,2014.0
737,738,49.0,Female,Mumbai,,,Finance,,2016.0
738,739,,Male,Bangalore,55000.0,5.0,,2.0,2015.0
739,740,,Female,Bangalore,80000.0,1.0,,,2012.0
740,741,38.0,Male,,,3.0,IT,,2022.0
741,742,33.0,Female,Mumbai,55000.0,,Sales,3.0,2012.0
742,743,38.0,Male,Delhi,,10.0,HR,,2015.0
743,744,28.0,Female,Delhi,,7.0,Sales,,2020.0
744,745,54.0,Male,Pune,,11.0,,2.0,
745,746,53.0,Male,Ahmedabad,,7.0,Finance,,2019.0
746,747,52.0,,Delhi,20000.0,10.0,HR,,2021.0
747,748,36.0,Male,Ahmedabad,,,IT,5.0,
748,749,37.0,Female,Bangalore,,,HR,4.0,2013.0
749,750,35.0,Male,Ahmedabad,100000.0,7.0,IT,,2011.0
750,751,,Female,Bangalore,115000.0,7.0,HR,5.0,2020.0
751,752,58.0,Male,Mumbai,135000.0,,IT,4.0,2016.0
752,753,,,Mumbai,125000.0,,IT,,2011.0
753,754,31.0,Female,,,,HR,4.0,
754,755,32.0,Male,,125000.0,,HR,,2013.0
755,756,48.0,Male,Pune,,,IT,,2017.0
756,757,18.0,Male,Delhi,60000.0,13.0,,2.0,
757,758,20.0,Female,Pune,,10.0,HR,5.0,2023.0
758,759,33.0,Male,Bangalore,65000.0,6.0,Sales,,2021.0
759,760,40.0,Female,Pune,,,Finance,5.0,
760,761,28.0,Male,Ahmedabad,,12.0,IT,2.0,2020.0
761,762,29.0,Male,Bangalore,,14.0,IT,,2017.0
762,763,27.0,Female,,,,Finance,4.0,2011.0
763,764,49.0,Female,Mumbai,,,,,2024.0
764,765,33.0,Male,,,,Finance,,2018.0
765,766,25.0,Male,Delhi,120000.0,,HR,,
766,767,55.0,Male,Bangalore,135000.0,,Finance,,
767,768,29.0,Female,Bangalore,,8.0,IT,1.0,2017.0
768,769,41.0,Female,Ahmedabad,,2.0,Finance,,
769,770,45.0,Female,Delhi,25000.0,,Sales,,2014.0
770,771,25.0,Female,Mumbai,55000.0,,HR,,2020.0
771,772,45.0,Female,Bangalore,,4.0,Finance,,2024.0
772,773,53.0,Female,Bangalore,125000.0,9.0,IT,,2017.0
773,774,43.0,Female,Ahmedabad,,,HR,,
774,775,25.0,Male,Pune,,14.0,IT,,2017.0
775,776,,Male,Mumbai,,,,,
776,777,45.0,Male,,30000.0,,Sales,,
777,778,45.0,Male,Delhi,,7.0,,1.0,2019.0
778,779,54.0,Female,Bangalore,80000.0,14.0,Sales,3.0,2016.0
779,780,58.0,Other,Bangalore,,,Finance,2.0,2018.0
780,781,53.0,Male,,65000.0,13.0,HR,,2010.0
781,782,44.0,Male,Mumbai,,,Finance,,
782,783,34.0,Female,Pune,60000.0,6.0,Sales,3.0,2014.0
783,784,26.0,Other,Bangalore,,,Sales,,
784,785,50.0,Male,Mumbai,,,Sales,,2010.0
785,786,37.0,Female,,20000.0,11.0,IT,,2024.0
786,787,30.0,Male,Ahmedabad,,,HR,5.0,
787,788,45.0,Male,Pune,140000.0,,Finance,,2016.0
788,789,,,Delhi,,9.0,Finance,,2021.0
789,790,46.0,,Bangalore,50000.0,,,5.0,2017.0
790,791,30.0,Male,Mumbai,30000.0,13.0,Sales,,2014.0
791,792,,,Ahmedabad,115000.0,10.0,Sales,,2019.0
792,793,52.0,Female,Delhi,115000.0,1.0,Sales,,2014.0
793,794,23.0,Female,Mumbai,,,Finance,1.0,
794,795,35.0,Female,Mumbai,,6.0,,2.0,2014.0
795,796,,Female,Delhi,,11.0,IT,,2024.0
796,797,22.0,Female,Ahmedabad,,1.0,HR,,2022.0
797,798,,Female,,,,IT,4.0,2010.0
798,799,42.0,Male,Ahmedabad,145000.0,,Finance,,2020.0
799,800,19.0,Male,Pune,85000.0,5.0,Sales,,2010.0
800,801,27.0,Male,Bangalore,100000.0,,HR,,2020.0
801,802,47.0,Female,Delhi,105000.0,9.0,Finance,4.0,
802,803,,Male,,,,Finance,,
803,804,,Female,Delhi,,14.0,Finance,,
804,805,22.0,,Delhi,115000.0,4.0,HR,,2022.0
805,806,50.0,Male,Ahmedabad,,,HR,,2016.0
806,807,18.0,Female,Bangalore,105000.0,2.0,,,2010.0
807,808,35.0,Male,Pune,35000.0,4.0,,2.0,
808,809,49.0,Female,Mumbai,20000.0,,IT,,2010.0
809,810,,Male,Mumbai,20000.0,7.0,HR,4.0,
810,811,,Female,Delhi,145000.0,7.0,HR,,2015.0
811,812,28.0,Female,Bangalore,,7.0,HR,,2011.0
812,813,38.0,Other,,115000.0,11.0,,,
813,814,43.0,Female,Ahmedabad,130000.0,,Finance,,2015.0
814,815,42.0,Female,Bangalore,65000.0,,Sales,1.0,2023.0
815,816,39.0,Female,Bangalore,70000.0,7.0,,5.0,
816,817,44.0,Female,Ahmedabad,,10.0,HR,2.0,2015.0
817,818,,Female,Delhi,,13.0,,2.0,2019.0
818,819,30.0,Male,Bangalore,40000.0,7.0,IT,1.0,
819,820,50.0,Other,Mumbai,20000.0,,HR,5.0,2018.0
820,821,51.0,Female,Ahmedabad,100000.0,9.0,IT,2.0,2017.0
821,822,58.0,Female,,125000.0,6.0,HR,4.0,2019.0
822,823,52.0,Male,Pune,,,,3.0,
823,824,18.0,Female,Delhi,,3.0,Finance,3.0,2015.0
824,825,38.0,Male,Ahmedabad,,12.0,Sales,2.0,2023.0
825,826,,Female,Pune,,3.0,IT,,2015.0
826,827,23.0,Male,Pune,35000.0,4.0,,2.0,2016.0
827,828,45.0,Female,,40000.0,,Finance,,2021.0
828,829,34.0,,Bangalore,70000.0,3.0,,,2012.0
829,830,22.0,Male,,120000.0,,IT,5.0,2023.0
830,831,48.0,,Bangalore,,5.0,Sales,,
831,832,22.0,Male,Bangalore,75000.0,,,,
832,833,55.0,Female,Ahmedabad,145000.0,,HR,4.0,2016.0
833,834,20.0,Female,Ahmedabad,110000.0,,Finance,1.0,2017.0
834,835,40.0,Female,Delhi,,,,2.0,
835,836,54.0,Female,Bangalore,50000.0,1.0,Finance,,2022.0
836,837,54.0,Female,Pune,50000.0,,HR,,2018.0
837,838,27.0,Male,Mumbai,145000.0,10.0,Sales,4.0,2019.0
838,839,27.0,Male,Delhi,,13.0,Sales,1.0,2018.0
839,840,36.0,Female,Ahmedabad,40000.0,4.0,HR,,2024.0
840,841,34.0,Female,,120000.0,5.0,Finance,,
841,842,38.0,Female,Delhi,85000.0,9.0,,4.0,2011.0
842,843,31.0,Female,Delhi,35000.0,7.0,HR,,2022.0
843,844,26.0,Male,Delhi,130000.0,13.0,IT,3.0,2011.0
844,845,,Female,Delhi,,,Finance,2.0,
845,846,18.0,Male,Mumbai,115000.0,2.0,Sales,5.0,2011.0
846,847,,Female,,90000.0,11.0,HR,3.0,2012.0
847,848,,Male,,,,Sales,,2015.0
848,849,30.0,Male,,,,Finance,,2012.0
849,850,21.0,Male,Bangalore,55000.0,,Sales,,2019.0
850,851,18.0,Male,Pune,,0.0,HR,1.0,2015.0
851,852,,Female,,110000.0,,Finance,,
852,853,57.0,Male,Delhi,,9.0,IT,2.0,
853,854,49.0,Male,Delhi,,,HR,5.0,
854,855,51.0,Male,,,,,,2012.0
855,856,45.0,Male,,,9.0,HR,,
856,857,48.0,Male,Delhi,,,Finance,2.0,2016.0
857,858,25.0,Male,Bangalore,35000.0,,HR,,2018.0
858,859,56.0,Female,Ahmedabad,90000.0,1.0,IT,5.0,
859,860,43.0,Female,Ahmedabad,,8.0,IT,,2021.0
860,861,51.0,Female,,,,,,2014.0
861,862,20.0,Female,Mumbai,20000.0,12.0,Sales,3.0,2012.0
862,863,,Male,,30000.0,,Finance,3.0,2020.0
863,864,29.0,Female,,135000.0,,Finance,,2013.0
864,865,18.0,Female,Ahmedabad,,,Sales,,2014.0
865,866,,Female,Delhi,,,IT,,2010.0
866,867,22.0,Male,,,11.0,IT,,
867,868,47.0,Male,Delhi,,7.0,HR,2.0,2021.0
868,869,47.0,Male,Delhi,,,,2.0,2022.0
869,870,34.0,Male,Mumbai,135000.0,14.0,,5.0,2018.0
870,871,,Female,Delhi,135000.0,9.0,,,2011.0
871,872,,Female,Ahmedabad,,14.0,HR,2.0,2014.0
872,873,40.0,Female,Bangalore,35000.0,14.0,,5.0,2022.0
873,874,32.0,Female,Bangalore,30000.0,,Sales,,
874,875,54.0,Female,Pune,,6.0,HR,,
875,876,38.0,Female,,130000.0,12.0,Sales,,2012.0
876,877,31.0,,Ahmedabad,130000.0,,HR,,2013.0
877,878,19.0,Male,Delhi,,8.0,,,2020.0
878,879,28.0,Male,Bangalore,40000.0,7.0,Sales,,2023.0
879,880,,Male,Ahmedabad,,,Sales,,2012.0
880,881,56.0,Female,Bangalore,,,Sales,5.0,
881,882,55.0,Female,Delhi,45000.0,,HR,5.0,2024.0
882,883,51.0,Male,Bangalore,,12.0,Finance,,2019.0
883,884,55.0,Other,,65000.0,,,4.0,2018.0
884,885,,Male,,,8.0,Sales,,2020.0
885,886,51.0,Other,Pune,50000.0,11.0,Finance,5.0,
886,887,35.0,Male,Pune,,11.0,,2.0,2019.0
887,888,47.0,Male,Bangalore,,5.0,,,
888,889,32.0,Female,Ahmedabad,120000.0,,Sales,,
889,890,44.0,Male,,115000.0,6.0,Sales,,2011.0
890,891,,Male,Ahmedabad,30000.0,,HR,,2011.0
891,892,51.0,Male,Ahmedabad,125000.0,2.0,Finance,3.0,2015.0
892,893,,Female,Bangalore,35000.0,,Finance,4.0,
893,894,55.0,Female,Ahmedabad,,,Sales,5.0,2017.0
894,895,50.0,Male,,75000.0,,,,2012.0
895,896,41.0,Female,Delhi,,,Sales,1.0,2023.0
896,897,32.0,Female,Pune,,6.0,,4.0,
897,898,47.0,Male,Delhi,,3.0,,,2010.0
898,899,59.0,Male,Ahmedabad,40000.0,,Sales,5.0,2012.0
899,900,,Male,Delhi,80000.0,7.0,IT,,
900,901,34.0,Male,,130000.0,12.0,Finance,5.0,2018.0
901,902,22.0,Female,,,12.0,,1.0,2015.0
902,903,46.0,Male,Ahmedabad,,,,,2010.0
903,904,21.0,Female,Bangalore,140000.0,,IT,,2019.0
904,905,27.0,Female,Delhi,,4.0,HR,,2015.0
905,906,34.0,Male,Bangalore,85000.0,5.0,IT,4.0,2021.0
906,907,27.0,Female,Bangalore,,,IT,,2013.0
907,908,34.0,Male,Mumbai,,12.0,,5.0,2022.0
908,909,37.0,,Ahmedabad,95000.0,,Finance,,
909,910,41.0,Female,Pune,125000.0,13.0,IT,,2017.0
