user_id,age,gender,city,salary,experience_years,department,performance_score,joining_year
474,57.0,Male,Ahmedabad,,12.0,nan,5.0,
475,,Female,Delhi,,,Sales,,2017.0
476,33.0,Male,Bangalore,140000.0,1.0,IT,,2023.0
477,30.0,Male,Delhi,65000.0,12.0,Sales,3.0,
478,,Female,Delhi,130000.0,12.0,nan,2.0,
479,59.0,Female,Ahmedabad,120000.0,,Finance,,2018.0
480,47.0,Female,Bangalore,120000.0,14.0,HR,1.0,2024.0
481,36.0,Male,nan,,,HR,,2019.0
482,34.0,Female,Pune,80000.0,9.0,Finance,,
483,36.0,Male,Ahmedabad,,2.0,IT,,2013.0
484,45.0,Male,Ahmedabad,,,IT,,
485,43.0,Female,nan,135000.0,2.0,Sales,,2022.0
486,54.0,nan,Bangalore,,,Finance,1.0,2014.0
487,43.0,Female,Bangalore,70000.0,13.0,IT,4.0,2016.0
488,40.0,Female,Delhi,100000.0,7.0,Finance,,2018.0
489,26.0,Female,nan,35000.0,,nan,,2017.0
490,29.0,Female,nan,140000.0,3.0,HR,5.0,
491,18.0,Male,Bangalore,,,HR,2.0,2015.0
492,18.0,Male,Delhi,60000.0,10.0,HR,,
493,,Male,Ahmedabad,120000.0,10.0,Finance,,2015.0
494,51.0,Male,Mumbai,115000.0,10.0,Finance,1.0,2023.0
495,49.0,Female,Pune,110000.0,1.0,Sales,,2010.0
496,,Female,Ahmedabad,110000.0,,HR,,2018.0
497,42.0,Male,Bangalore,75000.0,8.0,Sales,,2022.0
498,57.0,Male,Pune,,1.0,HR,,
499,,Female,Mumbai,,,Sales,3.0,
500,18.0,Male,Mumbai,100000.0,14.0,Sales,3.0,2020.0
501,33.0,Female,Delhi,,,nan,,2017.0
502,56.0,Female,Pune,,,Sales,2.0,2014.0
503,22.0,Female,Delhi,,3.0,Finance,1.0,2019.0
504,39.0,Female,Ahmedabad,,7.0,Sales,,2016.0
505,46.0,Female,nan,,8.0,HR,,2019.0
506,20.0,Male,nan,105000.0,4.0,Sales,,2013.0
507,29.0,Female,nan,85000.0,,IT,,2018.0
508,43.0,Female,Pune,,12.0,HR,3.0,2023.0
509,33.0,Male,nan,,6.0,IT,,2011.0
510,,Female,Ahmedabad,,,HR,2.0,2018.0
511,54.0,Female,Delhi,50000.0,,Finance,,2010.0
512,39.0,Female,Pune,,2.0,Finance,,2019.0
513,46.0,Female,Delhi,80000.0,4.0,Finance,1.0,2019.0
514,31.0,Female,Pune,105000.0,,IT,4.0,
515,45.0,Female,Delhi,,11.0,nan,,2012.0
516,22.0,Female,Mumbai,80000.0,6.0,HR,,2015.0
517,,Female,Delhi,,8.0,Finance,,2015.0
518,,Female,nan,,5.0,HR,,2011.0
519,47.0,Female,Mumbai,25000.0,,IT,,
520,,Female,Delhi,95000.0,,nan,2.0,2011.0
521,,Male,Pune,60000.0,,IT,4.0,2021.0
522,22.0,Female,Pune,60000.0,2.0,HR,5.0,2014.0
523,29.0,Female,Pune,,,nan,1.0,
524,33.0,Male,Bangalore,70000.0,3.0,nan,1.0,2016.0
525,43.0,Female,Ahmedabad,125000.0,9.0,IT,,
526,43.0,Male,Pune,,4.0,Finance,3.0,
527,,Male,Mumbai,,,HR,,2010.0
528,38.0,Female,Pune,,,Sales,3.0,2010.0
529,56.0,Male,Bangalore,130000.0,9.0,Sales,,
530,53.0,Female,nan,,11.0,IT,,2010.0
531,50.0,Female,Mumbai,,9.0,HR,1.0,
532,47.0,Female,Bangalore,,12.0,HR,2.0,2022.0
533,54.0,Male,nan,60000.0,10.0,IT,,2018.0
534,40.0,Male,Mumbai,135000.0,,HR,2.0,2024.0
535,27.0,Female,Delhi,55000.0,,Finance,4.0,2012.0
536,22.0,nan,Ahmedabad,50000.0,7.0,IT,2.0,2023.0
537,53.0,Female,Ahmedabad,,7.0,Finance,,2020.0
538,51.0,Male,Bangalore,105000.0,,HR,,2021.0
539,,Female,nan,30000.0,7.0,IT,,2022.0
540,48.0,Female,Ahmedabad,,12.0,HR,,2022.0
541,27.0,Female,nan,45000.0,1.0,IT,,2010.0
542,36.0,Male,nan,,11.0,HR,1.0,2019.0
543,49.0,Female,Bangalore,,9.0,Finance,,2012.0
544,18.0,Female,Bangalore,120000.0,11.0,Finance,,2013.0
545,22.0,nan,Bangalore,,10.0,HR,5.0,
546,,Male,Ahmedabad,,14.0,IT,5.0,2017.0
547,21.0,Female,Bangalore,20000.0,,Sales,,
548,33.0,Other,Ahmedabad,,,Finance,,
549,41.0,Male,Bangalore,120000.0,1.0,Finance,,
550,33.0,Other,Pune,,,Sales,,2024.0
551,19.0,Female,nan,,11.0,HR,,
552,,Male,Bangalore,80000.0,,IT,1.0,2024.0
553,45.0,Male,Mumbai,65000.0,,HR,1.0,2011.0
554,49.0,Female,nan,,,nan,,2020.0
555,44.0,Male,nan,65000.0,,Finance,5.0,2010.0
556,37.0,Female,Bangalore,,5.0,nan,,2024.0
557,41.0,Male,Delhi,80000.0,,Finance,2.0,
558,29.0,Female,Bangalore,,14.0,Finance,,2013.0
559,,Male,nan,,2.0,nan,,2020.0
560,52.0,Female,Mumbai,135000.0,5.0,nan,,2014.0
561,50.0,nan,nan,25000.0,2.0,HR,4.0,2012.0
562,50.0,nan,Mumbai,125000.0,0.0,nan,1.0,2022.0
563,,Female,Ahmedabad,100000.0,12.0,HR,1.0,2019.0
564,,Male,Pune,,,HR,5.0,2020.0
565,54.0,Female,nan,85000.0,13.0,HR,2.0,
566,29.0,Male,Bangalore,65000.0,12.0,Finance,,2011.0
567,20.0,Male,Ahmedabad,,3.0,Finance,,2016.0
568,18.0,Male,Pune,140000.0,6.0,nan,5.0,2018.0
569,50.0,Female,Bangalore,30000.0,,Finance,5.0,2019.0
570,57.0,Female,Delhi,,9.0,nan,2.0,
571,27.0,Female,Bangalore,100000.0,6.0,Finance,,2016.0
572,,Male,Mumbai,75000.0,,IT,,2016.0
573,,Male,Mumbai,135000.0,14.0,IT,,2012.0
574,46.0,nan,Delhi,,14.0,nan,1.0,2021.0
575,30.0,Male,Ahmedabad,,3.0,Finance,2.0,2016.0
576,29.0,Female,Pune,140000.0,,Finance,,
577,48.0,Male,Bangalore,,,HR,4.0,2010.0
578,,Female,Mumbai,145000.0,5.0,Sales,5.0,2014.0
579,19.0,Female,Ahmedabad,,,nan,2.0,
580,,Male,Delhi,20000.0,,Sales,1.0,2024.0
581,,Male,nan,115000.0,4.0,Sales,,2011.0
582,52.0,Female,Mumbai,,,nan,1.0,2018.0
583,40.0,Female,Delhi,95000.0,11.0,Finance,4.0,2016.0
584,34.0,Male,Bangalore,100000.0,0.0,nan,2.0,2013.0
585,43.0,nan,Pune,,7.0,Sales,4.0,
586,25.0,Male,Mumbai,,0.0,Finance,,
587,46.0,Male,Mumbai,75000.0,4.0,IT,,2013.0
588,43.0,Other,Bangalore,,,nan,,2022.0
589,27.0,Male,nan,,5.0,nan,5.0,2010.0
590,43.0,Female,Ahmedabad,,,Finance,,2012.0
591,51.0,Male,Pune,,2.0,IT,3.0,
592,,Male,Mumbai,,14.0,IT,,2013.0
593,58.0,nan,Pune,,4.0,Finance,4.0,
594,24.0,Male,Mumbai,45000.0,,HR,,
595,21.0,Female,Pune,50000.0,13.0,nan,,2010.0
596,,Male,Delhi,,,nan,,2014.0
597,,Male,Mumbai,,,Sales,,
598,28.0,Male,Pune,140000.0,5.0,Finance,1.0,2020.0
599,46.0,Female,Ahmedabad,,,Sales,2.0,2022.0
600,53.0,Male,Delhi,50000.0,,Sales,5.0,
601,42.0,Female,Delhi,75000.0,13.0,IT,3.0,2014.0
602,38.0,Female,Ahmedabad,95000.0,,nan,2.0,2013.0
603,53.0,nan,Pune,95000.0,7.0,Sales,1.0,2013.0
604,27.0,Male,Bangalore,,6.0,IT,,2013.0
605,54.0,Female,Ahmedabad,,7.0,Finance,3.0,2013.0
606,26.0,Female,Pune,80000.0,12.0,Sales,1.0,
607,41.0,Female,Ahmedabad,50000.0,5.0,nan,1.0,
608,52.0,Female,Ahmedabad,,,Sales,1.0,
609,,Female,Mumbai,60000.0,1.0,Finance,,
610,52.0,Female,Pune,,7.0,Sales,3.0,2018.0
611,,Male,Bangalore,70000.0,10.0,nan,1.0,
612,53.0,Male,Mumbai,55000.0,0.0,IT,,2011.0
613,35.0,Other,Ahmedabad,,,nan,,2013.0
614,,Female,nan,130000.0,5.0,IT,3.0,2021.0
615,56.0,Female,Ahmedabad,140000.0,,HR,,2016.0
616,49.0,Female,Ahmedabad,55000.0,,nan,4.0,2024.0
617,41.0,Male,Pune,,11.0,nan,4.0,2016.0
618,40.0,Male,Pune,125000.0,10.0,Finance,5.0,
619,49.0,Female,Mumbai,35000.0,9.0,Sales,,
620,54.0,Male,Bangalore,,2.0,IT,,
621,29.0,Male,Mumbai,30000.0,12.0,IT,4.0,2018.0
622,,Female,Delhi,,2.0,Finance,,2023.0
623,30.0,Male,Ahmedabad,,14.0,Finance,,
624,40.0,Female,nan,,,Sales,1.0,2014.0
625,42.0,Male,Ahmedabad,,12.0,Sales,1.0,2011.0
626,52.0,Female,Ahmedabad,,,nan,,
627,58.0,Male,Mumbai,,2.0,HR,,
628,47.0,Female,nan,80000.0,,Sales,,2023.0
629,34.0,Male,nan,90000.0,10.0,Finance,,2023.0
630,,Male,nan,130000.0,,Sales,,2010.0
631,37.0,Male,Mumbai,,,IT,,2012.0
632,,Female,Ahmedabad,145000.0,,HR,,2016.0
633,42.0,Female,Mumbai,35000.0,10.0,nan,4.0,2024.0
634,39.0,Male,Pune,145000.0,,IT,,
635,30.0,Female,Pune,,,IT,,
636,36.0,Female,Mumbai,60000.0,2.0,HR,,2011.0
637,,Female,nan,40000.0,,nan,,
638,53.0,Male,Ahmedabad,,5.0,Finance,,2018.0
639,29.0,Female,Mumbai,115000.0,13.0,nan,1.0,
640,58.0,Male,Mumbai,70000.0,,Sales,,2014.0
641,36.0,Male,Mumbai,90000.0,,IT,,
642,29.0,nan,Delhi,,,Sales,4.0,
643,26.0,Male,Pune,,3.0,Finance,3.0,2013.0
644,24.0,Female,nan,125000.0,,Sales,4.0,2021.0
645,45.0,Female,Bangalore,,14.0,nan,4.0,2016.0
646,31.0,Female,nan,100000.0,10.0,Sales,,2023.0
647,48.0,Female,Bangalore,145000.0,2.0,Finance,2.0,2021.0
648,,Male,Delhi,,2.0,Finance,1.0,2012.0
649,36.0,Male,Mumbai,50000.0,,Finance,,2014.0
650,,Female,Delhi,,4.0,nan,1.0,
651,33.0,Male,Delhi,145000.0,,Finance,,2019.0
652,22.0,Male,Ahmedabad,140000.0,9.0,IT,2.0,2019.0
653,52.0,Male,Pune,65000.0,,Finance,,2020.0
654,29.0,Male,Bangalore,,,Sales,5.0,
655,42.0,Male,Mumbai,110000.0,3.0,Sales,4.0,2014.0
656,,Male,Bangalore,70000.0,,Sales,,2022.0
657,38.0,Female,nan,80000.0,10.0,nan,2.0,2019.0
658,53.0,Female,Bangalore,55000.0,1.0,Sales,,2018.0
659,40.0,Female,nan,,9.0,nan,,
660,33.0,Male,Pune,35000.0,10.0,nan,,2010.0
661,56.0,Male,nan,,,Finance,,2013.0
662,,Male,Bangalore,,,IT,1.0,2013.0
663,59.0,Female,Bangalore,70000.0,,Finance,2.0,
664,56.0,Female,nan,,,Finance,4.0,2018.0
665,31.0,Male,Delhi,20000.0,,nan,4.0,
666,48.0,Other,Pune,,,nan,3.0,2023.0
667,22.0,Male,Ahmedabad,135000.0,10.0,Sales,,2024.0
668,52.0,Female,Mumbai,,13.0,Sales,,2015.0
669,40.0,Female,Bangalore,,1.0,Finance,2.0,2019.0
670,46.0,Female,Mumbai,,,HR,4.0,2024.0
671,,Female,Ahmedabad,145000.0,4.0,HR,3.0,2013.0
672,28.0,Female,Mumbai,40000.0,4.0,Sales,2.0,
673,35.0,Male,Ahmedabad,115000.0,,HR,,
674,,Female,nan,,,Sales,4.0,
675,29.0,Male,Delhi,70000.0,11.0,nan,,2021.0
676,26.0,Female,Bangalore,,,Finance,2.0,2016.0
677,27.0,Female,Ahmedabad,,3.0,IT,4.0,
678,,Female,Mumbai,,,Finance,,2020.0
679,34.0,Female,Bangalore,,,Sales,5.0,2023.0
680,55.0,Female,Delhi,90000.0,9.0,Sales,3.0,2012.0
681,24.0,Female,nan,,,Finance,,
682,,Female,Bangalore,120000.0,5.0,Sales,,
683,30.0,Male,Ahmedabad,,,HR,3.0,2019.0
684,57.0,Male,Delhi,40000.0,13.0,HR,,2015.0
685,59.0,Male,Mumbai,45000.0,10.0,Sales,4.0,2022.0
686,26.0,Male,Delhi,,10.0,Sales,5.0,2019.0
687,,Female,Delhi,125000.0,,HR,5.0,
688,44.0,Male,Pune,105000.0,,Sales,,
689,19.0,nan,Delhi,85000.0,,Sales,5.0,
690,22.0,Male,Delhi,65000.0,,Finance,3.0,2015.0
691,46.0,Male,Bangalore,,,IT,,2022.0
692,54.0,Female,Mumbai,80000.0,,HR,5.0,2013.0
693,55.0,Female,Bangalore,,10.0,Finance,,2023.0
694,36.0,Female,Bangalore,,,IT,5.0,2010.0
695,25.0,Female,Ahmedabad,30000.0,11.0,Sales,5.0,
696,,Female,Bangalore,,4.0,Sales,,2014.0
697,,Male,Pune,45000.0,,Finance,3.0,2017.0
698,18.0,nan,Pune,,8.0,Sales,,2021.0
699,39.0,nan,Ahmedabad,55000.0,,nan,1.0,2011.0
700,,Female,nan,,8.0,Finance,,2021.0
701,34.0,Male,Mumbai,,,IT,5.0,2014.0
702,24.0,Female,Mumbai,,9.0,Finance,,2014.0
703,42.0,Male,Bangalore,,,HR,5.0,2022.0
704,,Male,Bangalore,,,Finance,,2018.0
705,21.0,Male,nan,100000.0,0.0,Sales,,2019.0
706,53.0,Female,Bangalore,70000.0,6.0,Sales,,2010.0
707,23.0,Female,Mumbai,80000.0,3.0,nan,,2012.0
708,48.0,Female,Delhi,70000.0,0.0,nan,,
709,36.0,Female,Pune,,14.0,nan,3.0,2021.0
710,,Male,Delhi,,7.0,IT,,2012.0
711,56.0,Male,Delhi,,11.0,nan,,2018.0
712,44.0,Male,Mumbai,45000.0,,IT,,2011.0
713,27.0,nan,Delhi,,,nan,,2012.0
714,43.0,Male,nan,95000.0,,IT,,2023.0
715,36.0,Female,Ahmedabad,35000.0,14.0,Finance,2.0,2013.0
716,56.0,Female,Bangalore,,,Finance,,
717,20.0,Male,Ahmedabad,145000.0,13.0,Sales,,2022.0
718,,Female,Pune,75000.0,13.0,IT,,2016.0
719,30.0,Female,Bangalore,70000.0,,HR,1.0,2021.0
720,,Female,Delhi,,,Sales,1.0,2012.0
721,45.0,Other,Pune,140000.0,,Finance,3.0,2018.0
722,37.0,Male,Bangalore,105000.0,,IT,3.0,2011.0
723,45.0,Male,nan,110000.0,0.0,nan,1.0,2018.0
724,25.0,Female,nan,130000.0,,HR,,2021.0
725,58.0,Other,nan,,10.0,Finance,4.0,2021.0
726,56.0,Male,nan,105000.0,14.0,Sales,,2024.0
727,18.0,Female,Delhi,145000.0,11.0,IT,2.0,2011.0
728,20.0,Female,Ahmedabad,45000.0,7.0,HR,,
729,30.0,Female,Bangalore,35000.0,,IT,5.0,2022.0
730,45.0,Male,Delhi,,,nan,,2023.0
731,,Female,nan,,5.0,Sales,,2014.0
732,42.0,Other,Ahmedabad,,2.0,IT,4.0,2019.0
733,50.0,Male,Pune,100000.0,,Finance,2.0,2021.0
734,55.0,Male,Pune,,12.0,Sales,5.0,2019.0
735,23.0,nan,Pune,,12.0,Finance,3.0,2020.0
736,,Male,nan,95000.0,1.0,IT,2.0,2011.0
737,,Female,Pune,25000.0,4.0,Sales,1.0,2014.0
738,49.0,Female,Mumbai,,,Finance,,2016.0
739,,Male,Bangalore,55000.0,5.0,nan,2.0,2015.0
740,,Female,Bangalore,80000.0,1.0,nan,,2012.0
741,38.0,Male,nan,,3.0,IT,,2022.0
742,33.0,Female,Mumbai,55000.0,,Sales,3.0,2012.0
743,38.0,Male,Delhi,,10.0,HR,,2015.0
744,28.0,Female,Delhi,,7.0,Sales,,2020.0
745,54.0,Male,Pune,,11.0,nan,2.0,
746,53.0,Male,Ahmedabad,,7.0,Finance,,2019.0
747,52.0,nan,Delhi,20000.0,10.0,HR,,2021.0
748,36.0,Male,Ahmedabad,,,IT,5.0,
749,37.0,Female,Bangalore,,,HR,4.0,2013.0
750,35.0,Male,Ahmedabad,100000.0,7.0,IT,,2011.0
751,,Female,Bangalore,115000.0,7.0,HR,5.0,2020.0
752,58.0,Male,Mumbai,135000.0,,IT,4.0,2016.0
753,,nan,Mumbai,125000.0,,IT,,2011.0
754,31.0,Female,nan,,,HR,4.0,
755,32.0,Male,nan,125000.0,,HR,,2013.0
756,48.0,Male,Pune,,,IT,,2017.0
757,18.0,Male,Delhi,60000.0,13.0,nan,2.0,
758,20.0,Female,Pune,,10.0,HR,5.0,2023.0
759,33.0,Male,Bangalore,65000.0,6.0,Sales,,2021.0
760,40.0,Female,Pune,,,Finance,5.0,
761,28.0,Male,Ahmedabad,,12.0,IT,2.0,2020.0
762,29.0,Male,Bangalore,,14.0,IT,,2017.0
763,27.0,Female,nan,,,Finance,4.0,2011.0
764,49.0,Female,Mumbai,,,nan,,2024.0
765,33.0,Male,nan,,,Finance,,2018.0
766,25.0,Male,Delhi,120000.0,,HR,,
767,55.0,Male,Bangalore,135000.0,,Finance,,
768,29.0,Female,Bangalore,,8.0,IT,1.0,2017.0
769,41.0,Female,Ahmedabad,,2.0,Finance,,
770,45.0,Female,Delhi,25000.0,,Sales,,2014.0
771,25.0,Female,Mumbai,55000.0,,HR,,2020.0
772,45.0,Female,Bangalore,,4.0,Finance,,2024.0
773,53.0,Female,Bangalore,125000.0,9.0,IT,,2017.0
774,43.0,Female,Ahmedabad,,,HR,,
775,25.0,Male,Pune,,14.0,IT,,2017.0
776,,Male,Mumbai,,,nan,,
777,45.0,Male,nan,30000.0,,Sales,,
778,45.0,Male,Delhi,,7.0,nan,1.0,2019.0
779,54.0,Female,Bangalore,80000.0,14.0,Sales,3.0,2016.0
780,58.0,Other,Bangalore,,,Finance,2.0,2018.0
781,53.0,Male,nan,65000.0,13.0,HR,,2010.0
782,44.0,Male,Mumbai,,,Finance,,
783,34.0,Female,Pune,60000.0,6.0,Sales,3.0,2014.0
784,26.0,Other,Bangalore,,,Sales,,
785,50.0,Male,Mumbai,,,Sales,,2010.0
786,37.0,Female,nan,20000.0,11.0,IT,,2024.0
787,30.0,Male,Ahmedabad,,,HR,5.0,
788,45.0,Male,Pune,140000.0,,Finance,,2016.0
789,,nan,Delhi,,9.0,Finance,,2021.0
790,46.0,nan,Bangalore,50000.0,,nan,5.0,2017.0
791,30.0,Male,Mumbai,30000.0,13.0,Sales,,2014.0
792,,nan,Ahmedabad,115000.0,10.0,Sales,,2019.0
793,52.0,Female,Delhi,115000.0,1.0,Sales,,2014.0
794,23.0,Female,Mumbai,,,Finance,1.0,
795,35.0,Female,Mumbai,,6.0,nan,2.0,2014.0
796,,Female,Delhi,,11.0,IT,,2024.0
797,22.0,Female,Ahmedabad,,1.0,HR,,2022.0
798,,Female,nan,,,IT,4.0,2010.0
799,42.0,Male,Ahmedabad,145000.0,,Finance,,2020.0
800,19.0,Male,Pune,85000.0,5.0,Sales,,2010.0
801,27.0,Male,Bangalore,100000.0,,HR,,2020.0
802,47.0,Female,Delhi,105000.0,9.0,Finance,4.0,
803,,Male,nan,,,Finance,,
804,,Female,Delhi,,14.0,Finance,,
805,22.0,nan,Delhi,115000.0,4.0,HR,,2022.0
806,50.0,Male,Ahmedabad,,,HR,,2016.0
807,18.0,Female,Bangalore,105000.0,2.0,nan,,2010.0
808,35.0,Male,Pune,35000.0,4.0,nan,2.0,
809,49.0,Female,Mumbai,20000.0,,IT,,2010.0
810,,Male,Mumbai,20000.0,7.0,HR,4.0,
811,,Female,Delhi,145000.0,7.0,HR,,2015.0
812,28.0,Female,Bangalore,,7.0,HR,,2011.0
813,38.0,Other,nan,115000.0,11.0,nan,,
814,43.0,Female,Ahmedabad,130000.0,,Finance,,2015.0
815,42.0,Female,Bangalore,65000.0,,Sales,1.0,2023.0
816,39.0,Female,Bangalore,70000.0,7.0,nan,5.0,
817,44.0,Female,Ahmedabad,,10.0,HR,2.0,2015.0
818,,Female,Delhi,,13.0,nan,2.0,2019.0
819,30.0,Male,Bangalore,40000.0,7.0,IT,1.0,
820,50.0,Other,Mumbai,20000.0,,HR,5.0,2018.0
821,51.0,Female,Ahmedabad,100000.0,9.0,IT,2.0,2017.0
822,58.0,Female,nan,125000.0,6.0,HR,4.0,2019.0
823,52.0,Male,Pune,,,nan,3.0,
824,18.0,Female,Delhi,,3.0,Finance,3.0,2015.0
825,38.0,Male,Ahmedabad,,12.0,Sales,2.0,2023.0
826,,Female,Pune,,3.0,IT,,2015.0
827,23.0,Male,Pune,35000.0,4.0,nan,2.0,2016.0
828,45.0,Female,nan,40000.0,,Finance,,2021.0
829,34.0,nan,Bangalore,70000.0,3.0,nan,,2012.0
830,22.0,Male,nan,120000.0,,IT,5.0,2023.0
831,48.0,nan,Bangalore,,5.0,Sales,,
832,22.0,Male,Bangalore,75000.0,,nan,,
833,55.0,Female,Ahmedabad,145000.0,,HR,4.0,2016.0
834,20.0,Female,Ahmedabad,110000.0,,Finance,1.0,2017.0
835,40.0,Female,Delhi,,,nan,2.0,
836,54.0,Female,Bangalore,50000.0,1.0,Finance,,2022.0
837,54.0,Female,Pune,50000.0,,HR,,2018.0
838,27.0,Male,Mumbai,145000.0,10.0,Sales,4.0,2019.0
839,27.0,Male,Delhi,,13.0,Sales,1.0,2018.0
840,36.0,Female,Ahmedabad,40000.0,4.0,HR,,2024.0
841,34.0,Female,nan,120000.0,5.0,Finance,,
842,38.0,Female,Delhi,85000.0,9.0,nan,4.0,2011.0
843,31.0,Female,Delhi,35000.0,7.0,HR,,2022.0
844,26.0,Male,Delhi,130000.0,13.0,IT,3.0,2011.0
845,,Female,Delhi,,,Finance,2.0,
846,18.0,Male,Mumbai,115000.0,2.0,Sales,5.0,2011.0
847,,Female,nan,90000.0,11.0,HR,3.0,2012.0
848,,Male,nan,,,Sales,,2015.0
849,30.0,Male,nan,,,Finance,,2012.0
850,21.0,Male,Bangalore,55000.0,,Sales,,2019.0
851,18.0,Male,Pune,,0.0,HR,1.0,2015.0
852,,Female,nan,110000.0,,Finance,,
853,57.0,Male,Delhi,,9.0,IT,2.0,
854,49.0,Male,Delhi,,,HR,5.0,
855,51.0,Male,nan,,,nan,,2012.0
856,45.0,Male,nan,,9.0,HR,,
857,48.0,Male,Delhi,,,Finance,2.0,2016.0
858,25.0,Male,Bangalore,35000.0,,HR,,2018.0
859,56.0,Female,Ahmedabad,90000.0,1.0,IT,5.0,
860,43.0,Female,Ahmedabad,,8.0,IT,,2021.0
861,51.0,Female,nan,,,nan,,2014.0
862,20.0,Female,Mumbai,20000.0,12.0,Sales,3.0,2012.0
863,,Male,nan,30000.0,,Finance,3.0,2020.0
864,29.0,Female,nan,135000.0,,Finance,,2013.0
865,18.0,Female,Ahmedabad,,,Sales,,2014.0
866,,Female,Delhi,,,IT,,2010.0
867,22.0,Male,nan,,11.0,IT,,
868,47.0,Male,Delhi,,7.0,HR,2.0,2021.0
869,47.0,Male,Delhi,,,nan,2.0,2022.0
870,34.0,Male,Mumbai,135000.0,14.0,nan,5.0,2018.0
871,,Female,Delhi,135000.0,9.0,nan,,2011.0
872,,Female,Ahmedabad,,14.0,HR,2.0,2014.0
873,40.0,Female,Bangalore,35000.0,14.0,nan,5.0,2022.0
874,32.0,Female,Bangalore,30000.0,,Sales,,
875,54.0,Female,Pune,,6.0,HR,,
876,38.0,Female,nan,130000.0,12.0,Sales,,2012.0
877,31.0,nan,Ahmedabad,130000.0,,HR,,2013.0
878,19.0,Male,Delhi,,8.0,nan,,2020.0
879,28.0,Male,Bangalore,40000.0,7.0,Sales,,2023.0
880,,Male,Ahmedabad,,,Sales,,2012.0
881,56.0,Female,Bangalore,,,Sales,5.0,
882,55.0,Female,Delhi,45000.0,,HR,5.0,2024.0
883,51.0,Male,Bangalore,,12.0,Finance,,2019.0
884,55.0,Other,nan,65000.0,,nan,4.0,2018.0
885,,Male,nan,,8.0,Sales,,2020.0
886,51.0,Other,Pune,50000.0,11.0,Finance,5.0,
887,35.0,Male,Pune,,11.0,nan,2.0,2019.0
888,47.0,Male,Bangalore,,5.0,nan,,
889,32.0,Female,Ahmedabad,120000.0,,Sales,,
890,44.0,Male,nan,115000.0,6.0,Sales,,2011.0
891,,Male,Ahmedabad,30000.0,,HR,,2011.0
892,51.0,Male,Ahmedabad,125000.0,2.0,Finance,3.0,2015.0
893,,Female,Bangalore,35000.0,,Finance,4.0,
894,55.0,Female,Ahmedabad,,,Sales,5.0,2017.0
895,50.0,Male,nan,75000.0,,nan,,2012.0
896,41.0,Female,Delhi,,,Sales,1.0,2023.0
897,32.0,Female,Pune,,6.0,nan,4.0,
898,47.0,Male,Delhi,,3.0,nan,,2010.0
899,59.0,Male,Ahmedabad,40000.0,,Sales,5.0,2012.0
900,,Male,Delhi,80000.0,7.0,IT,,
901,34.0,Male,nan,130000.0,12.0,Finance,5.0,2018.0
902,22.0,Female,nan,,12.0,nan,1.0,2015.0
903,46.0,Male,Ahmedabad,,,nan,,2010.0
904,21.0,Female,Bangalore,140000.0,,IT,,2019.0
905,27.0,Female,Delhi,,4.0,HR,,2015.0
906,34.0,Male,Bangalore,85000.0,5.0,IT,4.0,2021.0
907,27.0,Female,Bangalore,,,IT,,2013.0
908,34.0,Male,Mumbai,,12.0,nan,5.0,2022.0
909,37.0,nan,Ahmedabad,95000.0,,Finance,,
910,41.0,Female,Pune,125000.0,13.0,IT,,2017.0
911,22.0,Female,nan,120000.0,,HR,,
912,51.0,Female,nan,120000.0,3.0,Sales,5.0,2012.0
913,23.0,Male,Ahmedabad,55000.0,6.0,IT,1.0,2021.0
914,19.0,Female,Pune,95000.0,7.0,IT,,2016.0
915,30.0,nan,nan,,,HR,5.0,2021.0
916,,Female,Ahmedabad,,12.0,Finance,,2011.0
917,,Female,nan,65000.0,5.0,IT,4.0,2023.0
918,,Female,Bangalore,,5.0,IT,,2014.0
919,28.0,Male,Delhi,,,Finance,,2018.0
920,,Male,Delhi,60000.0,,HR,3.0,2020.0
921,,Female,nan,100000.0,2.0,IT,5.0,2014.0
922,40.0,Male,Mumbai,70000.0,2.0,Finance,2.0,2012.0
923,33.0,Female,Pune,,12.0,IT,2.0,
924,48.0,Other,Pune,65000.0,,Sales,,2011.0
925,28.0,Male,Pune,125000.0,1.0,nan,,2010.0
926,33.0,Male,Bangalore,100000.0,,Sales,,2016.0
927,25.0,Female,Pune,35000.0,,IT,,2023.0
928,21.0,Male,Delhi,140000.0,5.0,HR,,2014.0
929,57.0,Female,Bangalore,120000.0,7.0,nan,4.0,
930,21.0,Male,Ahmedabad,,,Sales,5.0,2020.0
931,42.0,Female,Pune,,7.0,Finance,1.0,2011.0
932,20.0,Male,Pune,20000.0,,HR,,2017.0
933,49.0,Female,Ahmedabad,140000.0,5.0,Sales,,2018.0
934,20.0,Female,Pune,,13.0,Finance,,2012.0
935,44.0,Female,Ahmedabad,100000.0,2.0,IT,,2011.0
936,46.0,Male,Bangalore,,9.0,Finance,5.0,2016.0
937,49.0,Female,Delhi,135000.0,2.0,Sales,3.0,2014.0
938,,Female,Ahmedabad,25000.0,11.0,Sales,,2014.0
939,,Male,Mumbai,,,IT,,
940,36.0,Male,Ahmedabad,90000.0,4.0,Finance,,2022.0
941,38.0,Male,Pune,,,Finance,5.0,
942,22.0,Female,Bangalore,,,IT,3.0,2015.0
943,35.0,Female,nan,45000.0,8.0,Finance,,
944,45.0,Female,Bangalore,20000.0,,IT,3.0,
945,59.0,Male,nan,130000.0,,HR,,2011.0
