id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level
368,22.0,117945.0,30.0,HR,Ahmedabad,2.42,13799.0,49,0.26
369,65.0,33224.0,22.0,Sales,Delhi,3.2,26312.0,49,0.3
370,36.0,60738.0,37.0,IT,Pune,,39620.0,35,0.0
371,21.0,45150.0,19.0,Finance,Ahmedabad,4.33,1449.0,51,0.96
372,52.0,83731.0,22.0,Finance,Pune,4.26,24426.0,54,0.92
373,66.0,69688.0,15.0,Marketing,Delhi,3.45,35427.0,57,0.76
374,34.0,119929.0,7.0,IT,Pune,2.49,40277.0,34,0.08
375,61.0,128618.0,20.0,Sales,Delhi,2.02,31551.0,53,0.45
376,45.0,,0.0,Finance,Delhi,1.42,24277.0,50,0.1
377,47.0,28577.0,7.0,IT,Bangalore,,35489.0,47,0.02
378,46.0,28070.0,28.0,Finance,Delhi,2.65,45212.0,44,0.62
379,63.0,146161.0,31.0,Sales,Delhi,3.7,9637.0,35,0.96
380,23.0,28666.0,,Finance,Mumbai,3.63,43258.0,54,0.9
381,52.0,77761.0,4.0,Marketing,Ahmedabad,1.28,35693.0,58,0.7
382,58.0,141178.0,21.0,Marketing,Bangalore,2.58,9824.0,48,0.1
383,,56368.0,33.0,Finance,Bangalore,1.73,26950.0,30,0.27
384,41.0,26783.0,,IT,Bangalore,1.63,,30,0.32
385,46.0,,25.0,IT,Mumbai,4.31,39008.0,42,0.76
386,66.0,61914.0,9.0,IT,Delhi,1.17,49664.0,32,0.8
387,63.0,90507.0,29.0,Finance,Ahmedabad,2.68,215.0,39,0.39
388,,147738.0,17.0,IT,Pune,,,50,0.42
389,52.0,99026.0,16.0,Sales,Delhi,4.52,11523.0,32,0.04
390,50.0,135893.0,25.0,Marketing,Mumbai,3.23,10364.0,38,0.29
391,69.0,131255.0,7.0,Sales,Delhi,1.93,3153.0,37,0.45
392,38.0,130616.0,,IT,Delhi,3.01,23834.0,32,0.12
393,49.0,87526.0,11.0,Sales,Mumbai,3.93,34474.0,54,0.45
394,40.0,90835.0,26.0,IT,Bangalore,4.83,43066.0,42,0.85
395,50.0,65765.0,7.0,Finance,Bangalore,1.88,,35,0.58
396,20.0,39956.0,24.0,Sales,Ahmedabad,4.54,10400.0,42,0.08
397,,107895.0,,Finance,Ahmedabad,4.74,10345.0,52,0.19
398,42.0,66240.0,32.0,Finance,Bangalore,4.67,33896.0,49,0.47
399,,141008.0,0.0,HR,Pune,3.54,19894.0,49,0.36
400,48.0,57148.0,18.0,IT,Delhi,3.52,28899.0,41,0.36
401,20.0,114270.0,30.0,Marketing,Pune,,40635.0,42,0.53
402,57.0,147978.0,15.0,IT,Delhi,4.01,28229.0,31,0.58
403,,24757.0,13.0,Marketing,Bangalore,3.13,5583.0,50,0.8
404,41.0,39097.0,,IT,Ahmedabad,3.71,4897.0,53,0.34
405,67.0,,25.0,Finance,Ahmedabad,2.71,6001.0,52,0.81
406,,36241.0,27.0,Sales,Pune,,43881.0,45,0.34
407,64.0,123892.0,1.0,Sales,Ahmedabad,4.3,4567.0,52,0.06
408,39.0,47696.0,5.0,HR,Bangalore,1.59,9271.0,35,0.55
409,40.0,135654.0,8.0,Marketing,Pune,4.33,47116.0,48,0.59
410,19.0,90480.0,32.0,Marketing,Delhi,3.16,11703.0,50,0.93
411,44.0,66163.0,24.0,Marketing,Ahmedabad,,13329.0,42,0.73
412,59.0,39816.0,12.0,Finance,Mumbai,2.73,35509.0,46,0.92
413,19.0,69840.0,8.0,Marketing,Ahmedabad,,6256.0,52,0.91
414,43.0,122547.0,12.0,Sales,Delhi,4.66,228.0,38,0.6
415,34.0,72853.0,30.0,Finance,Pune,2.0,24746.0,46,0.53
416,57.0,44917.0,10.0,IT,Delhi,4.38,16678.0,58,0.56
417,50.0,116731.0,3.0,Marketing,Mumbai,2.94,37052.0,31,0.98
418,26.0,41566.0,33.0,Marketing,Bangalore,,46032.0,48,0.77
419,60.0,,37.0,IT,Ahmedabad,2.23,46158.0,48,0.11
420,65.0,82823.0,3.0,Marketing,Pune,3.29,23185.0,53,0.78
421,56.0,141392.0,37.0,IT,Bangalore,2.3,33686.0,36,0.17
422,46.0,40806.0,,Finance,Delhi,1.16,11445.0,51,0.45
423,59.0,95520.0,5.0,Sales,Pune,2.09,33266.0,39,0.21
424,43.0,21759.0,33.0,IT,Bangalore,1.03,2809.0,39,0.69
425,52.0,146092.0,17.0,HR,Pune,,37729.0,56,0.88
426,67.0,61949.0,,IT,Mumbai,4.86,41785.0,49,0.29
427,42.0,112374.0,22.0,Marketing,Mumbai,2.58,36547.0,38,0.08
428,41.0,22482.0,,Finance,Ahmedabad,3.91,42818.0,46,0.3
429,30.0,44442.0,10.0,Finance,Ahmedabad,2.38,34886.0,56,0.67
430,,53719.0,0.0,IT,Mumbai,3.68,6391.0,44,0.33
431,53.0,78066.0,23.0,Sales,Pune,4.22,145.0,31,0.28
432,62.0,,6.0,HR,Mumbai,4.79,13929.0,59,0.18
433,,22079.0,24.0,Finance,Ahmedabad,2.6,24326.0,33,0.5
434,18.0,22717.0,20.0,Marketing,Mumbai,4.13,29991.0,48,0.28
435,25.0,79676.0,14.0,Marketing,Mumbai,2.06,47685.0,46,0.73
436,63.0,47952.0,0.0,Sales,Pune,4.96,,34,0.08
437,33.0,106444.0,11.0,Finance,Bangalore,1.1,16576.0,36,0.66
438,31.0,62460.0,6.0,IT,Ahmedabad,3.41,,47,0.24
439,29.0,110397.0,14.0,Marketing,Pune,3.64,28464.0,50,0.49
440,68.0,92847.0,20.0,Sales,Mumbai,3.75,8243.0,51,0.29
441,40.0,113607.0,18.0,Finance,Mumbai,,31601.0,56,0.72
442,32.0,109106.0,28.0,Finance,Bangalore,4.75,2410.0,36,0.95
443,45.0,38449.0,24.0,Finance,Ahmedabad,,1820.0,46,0.92
444,51.0,53536.0,,Finance,Ahmedabad,3.49,35289.0,36,0.58
445,19.0,84077.0,,Finance,Delhi,1.89,38650.0,33,0.46
446,49.0,58258.0,34.0,Marketing,Ahmedabad,2.23,34635.0,37,0.82
447,40.0,68302.0,37.0,Sales,Bangalore,3.19,7465.0,42,0.68
448,,145937.0,25.0,Finance,Delhi,2.67,32439.0,33,0.18
449,68.0,48865.0,,HR,Delhi,1.64,27314.0,35,0.82
450,42.0,26645.0,34.0,HR,Mumbai,1.68,,54,0.43
451,39.0,139771.0,7.0,Sales,Mumbai,2.67,19583.0,34,0.19
452,39.0,58000.0,13.0,IT,Ahmedabad,4.03,27155.0,59,0.28
453,66.0,46737.0,9.0,IT,Delhi,4.59,,41,0.27
454,69.0,31485.0,1.0,IT,Mumbai,1.34,12197.0,33,0.52
455,59.0,58565.0,8.0,HR,Bangalore,2.57,,53,0.23
456,23.0,45522.0,2.0,IT,Mumbai,1.4,15424.0,58,0.12
457,32.0,139614.0,,Marketing,Mumbai,1.07,,38,0.12
458,60.0,85155.0,25.0,Finance,Delhi,3.65,240.0,33,0.58
459,54.0,75168.0,7.0,HR,Delhi,,4631.0,48,0.73
460,50.0,72487.0,1.0,Sales,Pune,1.65,9599.0,53,0.32
461,25.0,149948.0,5.0,Sales,Bangalore,,44462.0,43,0.03
462,61.0,32342.0,27.0,Finance,Delhi,1.09,24658.0,34,0.13
463,61.0,60806.0,28.0,HR,Ahmedabad,,37845.0,47,0.91
464,22.0,68770.0,25.0,IT,Bangalore,4.9,32574.0,39,0.49
465,56.0,98623.0,24.0,IT,Bangalore,1.54,36536.0,54,0.45
466,,123177.0,11.0,Marketing,Delhi,1.93,41910.0,48,0.04
467,23.0,119785.0,4.0,Marketing,Bangalore,4.47,7995.0,41,0.73
468,62.0,95629.0,33.0,IT,Delhi,4.71,25186.0,47,0.53
469,49.0,140993.0,36.0,Sales,Mumbai,2.68,29245.0,46,0.2
470,69.0,72603.0,14.0,Sales,Pune,1.2,22813.0,59,0.11
471,47.0,146944.0,35.0,Marketing,Mumbai,1.16,13276.0,53,0.38
472,64.0,132726.0,14.0,Finance,Delhi,3.3,19989.0,40,0.84
473,52.0,101974.0,22.0,IT,Delhi,2.57,,32,0.87
474,57.0,125947.0,5.0,Marketing,Mumbai,1.11,44243.0,52,0.6
475,69.0,46399.0,20.0,Marketing,Ahmedabad,3.33,18557.0,46,0.73
476,33.0,148177.0,22.0,IT,Ahmedabad,1.05,28060.0,30,0.12
477,30.0,,15.0,IT,Ahmedabad,4.15,6568.0,44,0.59
478,67.0,101244.0,14.0,Sales,Delhi,,35369.0,57,0.67
479,59.0,129575.0,,Finance,Bangalore,1.16,19041.0,38,0.2
480,47.0,135520.0,35.0,Finance,Delhi,3.35,6080.0,44,0.88
481,36.0,130904.0,10.0,IT,Bangalore,2.59,13854.0,57,0.19
482,34.0,96534.0,14.0,HR,Mumbai,4.9,2159.0,53,0.31
483,36.0,75106.0,3.0,Marketing,Pune,3.18,27025.0,57,0.62
484,45.0,132599.0,20.0,Marketing,Bangalore,,41081.0,58,0.64
485,43.0,50678.0,12.0,IT,Ahmedabad,3.84,,32,0.7
486,,96218.0,21.0,HR,Delhi,2.09,34085.0,51,0.11
487,43.0,83230.0,18.0,Sales,Mumbai,4.62,27094.0,56,0.85
488,,134684.0,33.0,IT,Ahmedabad,2.5,46040.0,48,0.53
489,26.0,94055.0,13.0,IT,Mumbai,3.2,1230.0,42,0.47
490,29.0,76373.0,3.0,Marketing,Pune,1.2,17517.0,41,0.98
491,18.0,51480.0,26.0,IT,Delhi,2.7,23991.0,49,0.74
492,18.0,105230.0,28.0,IT,Delhi,4.33,1301.0,30,0.12
493,,88836.0,27.0,IT,Pune,4.22,28610.0,50,0.76
494,,92258.0,34.0,Marketing,Delhi,1.9,15927.0,46,0.1
495,49.0,59986.0,7.0,Sales,Bangalore,1.9,34678.0,42,0.03
496,65.0,44160.0,15.0,Sales,Mumbai,4.27,24466.0,30,0.4
497,42.0,105595.0,35.0,IT,Ahmedabad,4.72,14904.0,39,0.99
498,57.0,121358.0,29.0,Marketing,Pune,1.38,,44,0.17
499,62.0,99111.0,17.0,Sales,Bangalore,,26081.0,56,0.67
500,,84929.0,1.0,Sales,Ahmedabad,2.35,,56,0.17
501,33.0,93506.0,12.0,Sales,Ahmedabad,4.48,27761.0,59,0.72
502,56.0,54911.0,3.0,Marketing,Pune,1.33,18300.0,36,0.51
503,22.0,107127.0,25.0,Marketing,Bangalore,1.84,29491.0,57,0.68
504,39.0,51821.0,24.0,IT,Ahmedabad,4.01,35525.0,51,0.2
505,46.0,95039.0,29.0,Finance,Ahmedabad,1.21,26532.0,47,0.75
506,20.0,80535.0,10.0,Sales,Bangalore,2.97,6464.0,45,1.0
507,,133453.0,6.0,Finance,Delhi,2.77,,43,0.67
508,43.0,104458.0,30.0,Marketing,Ahmedabad,2.34,41856.0,56,0.49
509,33.0,32175.0,9.0,Marketing,Mumbai,2.58,47892.0,57,0.92
510,68.0,139235.0,38.0,Marketing,Bangalore,3.12,47028.0,47,0.02
511,54.0,74771.0,12.0,Finance,Ahmedabad,1.65,42511.0,56,0.73
512,39.0,126660.0,30.0,Marketing,Pune,3.29,8683.0,36,0.89
513,46.0,147157.0,6.0,IT,Mumbai,,32634.0,46,0.06
514,31.0,141300.0,,Marketing,Ahmedabad,4.04,60.0,58,0.45
515,,106925.0,19.0,HR,Mumbai,1.62,9269.0,47,0.2
516,22.0,,3.0,Finance,Mumbai,1.6,23065.0,41,0.57
517,64.0,86358.0,6.0,HR,Delhi,2.07,2895.0,37,0.65
518,66.0,37327.0,0.0,Marketing,Mumbai,2.44,15323.0,51,0.3
519,47.0,67057.0,,IT,Delhi,2.63,12352.0,59,0.46
520,63.0,26150.0,21.0,Sales,Bangalore,3.72,44643.0,31,0.28
521,69.0,24425.0,20.0,Marketing,Delhi,1.23,49737.0,36,0.37
522,22.0,143654.0,21.0,IT,Pune,1.14,38591.0,33,0.16
523,29.0,36032.0,27.0,Finance,Ahmedabad,2.57,30890.0,47,0.89
524,,,8.0,HR,Bangalore,,32016.0,57,0.01
525,43.0,80500.0,25.0,HR,Bangalore,1.77,11962.0,35,0.88
526,,73394.0,8.0,HR,Pune,3.57,33302.0,56,0.57
527,65.0,,14.0,Finance,Delhi,2.04,19846.0,38,0.33
528,38.0,56220.0,9.0,IT,Ahmedabad,4.54,4011.0,56,0.72
529,56.0,61874.0,23.0,Finance,Delhi,4.58,19782.0,38,0.51
530,,33859.0,7.0,HR,Mumbai,2.19,2155.0,43,0.5
531,50.0,70460.0,23.0,Marketing,Delhi,1.92,39725.0,37,0.11
532,47.0,51419.0,15.0,Sales,Bangalore,2.65,9196.0,48,0.39
533,54.0,138865.0,25.0,Finance,Ahmedabad,1.96,43459.0,32,0.24
534,40.0,28705.0,26.0,Finance,Delhi,3.69,,47,0.02
535,27.0,62880.0,,IT,Ahmedabad,4.3,13327.0,34,0.36
536,,149838.0,,IT,Ahmedabad,3.69,35474.0,43,0.09
537,53.0,43236.0,23.0,Finance,Mumbai,4.3,32769.0,57,0.26
538,51.0,107955.0,18.0,HR,Mumbai,2.59,41993.0,59,0.09
539,69.0,,35.0,Sales,Bangalore,1.63,24700.0,33,0.1
540,48.0,,38.0,IT,Pune,3.95,14820.0,36,0.2
541,27.0,35358.0,9.0,HR,Ahmedabad,2.44,10891.0,49,1.0
542,36.0,119713.0,24.0,Marketing,Pune,3.69,34629.0,54,0.0
543,49.0,114914.0,,IT,Bangalore,2.08,5269.0,57,0.64
544,18.0,122870.0,18.0,HR,Ahmedabad,1.32,43880.0,41,0.14
545,22.0,96918.0,35.0,HR,Ahmedabad,4.97,48467.0,31,0.92
546,62.0,139179.0,9.0,Sales,Pune,1.62,8320.0,40,0.09
547,21.0,136243.0,32.0,Sales,Delhi,4.95,49589.0,43,0.96
548,33.0,34596.0,,Marketing,Mumbai,4.91,10740.0,51,0.61
549,41.0,53572.0,,HR,Delhi,4.18,35897.0,52,0.0
550,33.0,98757.0,33.0,HR,Pune,3.64,30930.0,45,0.89
551,19.0,21279.0,32.0,Sales,Mumbai,3.31,17285.0,49,0.52
552,66.0,83197.0,20.0,IT,Delhi,4.46,14380.0,58,0.26
553,45.0,131496.0,16.0,IT,Mumbai,2.16,11360.0,35,0.77
554,49.0,,21.0,Finance,Ahmedabad,2.87,5398.0,52,0.93
555,44.0,27083.0,36.0,Sales,Delhi,3.48,,33,0.48
556,,140674.0,14.0,Finance,Mumbai,2.64,29062.0,44,0.32
557,41.0,140307.0,34.0,Sales,Mumbai,2.71,36686.0,53,0.79
558,29.0,146457.0,27.0,Marketing,Mumbai,2.32,17451.0,54,0.68
559,67.0,,6.0,HR,Delhi,3.26,49178.0,30,0.89
560,52.0,37771.0,31.0,Marketing,Bangalore,4.4,6937.0,36,0.69
561,50.0,49975.0,10.0,Sales,Delhi,1.81,,54,0.24
562,,65648.0,9.0,HR,Pune,4.74,49699.0,41,0.93
563,68.0,145641.0,8.0,IT,Delhi,3.76,10860.0,39,0.1
564,60.0,68285.0,13.0,IT,Mumbai,4.29,25142.0,34,0.27
565,54.0,,12.0,Finance,Ahmedabad,3.22,25279.0,41,0.52
566,29.0,87642.0,24.0,Sales,Delhi,4.12,38106.0,47,0.57
567,,110093.0,1.0,Sales,Delhi,1.06,45240.0,39,0.02
568,18.0,,34.0,IT,Mumbai,4.27,35908.0,35,0.78
569,50.0,106143.0,6.0,Marketing,Ahmedabad,1.16,40764.0,57,0.36
570,57.0,57599.0,20.0,HR,Ahmedabad,4.56,48257.0,41,0.41
571,27.0,71920.0,17.0,Marketing,Pune,4.97,14201.0,36,0.81
572,60.0,48529.0,2.0,Marketing,Delhi,2.18,40544.0,47,0.38
573,61.0,55954.0,38.0,IT,Ahmedabad,1.84,37711.0,31,0.05
574,46.0,47856.0,10.0,IT,Ahmedabad,4.06,45654.0,39,0.18
575,30.0,22573.0,38.0,IT,Bangalore,2.01,8997.0,44,0.96
576,,98344.0,23.0,Finance,Bangalore,4.46,40566.0,59,0.07
577,48.0,,18.0,Marketing,Ahmedabad,1.41,20175.0,41,0.35
578,63.0,122337.0,3.0,Sales,Pune,1.5,,55,0.5
579,19.0,126732.0,25.0,HR,Ahmedabad,4.92,3225.0,46,0.49
580,68.0,119608.0,37.0,Finance,Mumbai,3.7,44578.0,33,0.0
581,67.0,80774.0,31.0,Sales,Delhi,4.39,47682.0,36,0.5
582,52.0,43752.0,38.0,Marketing,Pune,2.3,35228.0,59,0.38
583,40.0,75029.0,35.0,IT,Mumbai,,41505.0,38,0.97
584,34.0,,39.0,Marketing,Pune,3.38,46688.0,48,0.16
585,43.0,71693.0,36.0,HR,Mumbai,3.41,23110.0,57,0.35
586,25.0,136739.0,32.0,Finance,Delhi,3.73,10754.0,56,0.42
587,46.0,75961.0,35.0,Finance,Delhi,3.3,26655.0,52,0.39
588,43.0,126937.0,2.0,HR,Bangalore,2.72,43601.0,36,0.67
589,27.0,144956.0,8.0,Sales,Mumbai,2.1,3114.0,52,0.22
590,43.0,96908.0,7.0,Sales,Bangalore,4.07,26502.0,31,0.22
591,51.0,145537.0,,Finance,Mumbai,1.91,49768.0,35,0.73
592,68.0,146678.0,5.0,Finance,Bangalore,3.77,48128.0,47,0.5
593,58.0,94532.0,38.0,IT,Delhi,1.93,20028.0,35,0.42
594,24.0,101994.0,3.0,Sales,Pune,3.5,17587.0,42,0.17
595,21.0,,12.0,HR,Bangalore,3.99,42719.0,55,0.19
596,67.0,117425.0,1.0,Sales,Mumbai,1.87,35333.0,48,0.01
597,62.0,145055.0,4.0,IT,Mumbai,1.24,3174.0,59,0.09
598,28.0,81268.0,,Finance,Delhi,1.52,35398.0,31,0.56
599,46.0,112201.0,31.0,Finance,Mumbai,3.42,35929.0,41,0.89
600,53.0,58243.0,20.0,IT,Ahmedabad,4.4,4321.0,44,0.29
601,42.0,77384.0,7.0,HR,Pune,1.18,30435.0,43,0.33
602,38.0,,37.0,Finance,Bangalore,3.94,45972.0,35,0.12
603,53.0,46657.0,7.0,Marketing,Pune,2.37,7099.0,47,0.39
604,27.0,59952.0,2.0,Finance,Delhi,2.91,23760.0,34,0.04
605,54.0,42180.0,2.0,Marketing,Bangalore,4.72,11360.0,47,0.92
606,26.0,117432.0,21.0,IT,Bangalore,2.33,10313.0,32,0.67
607,41.0,141829.0,5.0,IT,Ahmedabad,2.86,46270.0,32,0.99
608,52.0,148377.0,1.0,Finance,Delhi,,20462.0,51,0.88
609,66.0,98411.0,22.0,Sales,Mumbai,1.33,,51,0.47
610,,21622.0,,Marketing,Ahmedabad,2.03,14130.0,39,0.52
611,65.0,68756.0,37.0,HR,Ahmedabad,1.11,14271.0,48,0.19
612,53.0,,16.0,Finance,Pune,3.53,16075.0,32,0.46
613,35.0,36725.0,34.0,HR,Pune,2.71,,58,0.9
614,,81396.0,33.0,Finance,Pune,3.19,41679.0,41,0.05
615,56.0,71226.0,22.0,Sales,Ahmedabad,,18984.0,58,0.86
616,49.0,126296.0,29.0,Sales,Mumbai,2.18,22559.0,45,0.34
617,41.0,101182.0,7.0,Sales,Bangalore,3.66,,46,0.9
618,40.0,102565.0,21.0,Sales,Pune,4.86,33434.0,36,0.94
619,49.0,49402.0,35.0,IT,Mumbai,1.2,16667.0,42,0.67
620,54.0,24263.0,4.0,IT,Delhi,4.56,5840.0,53,0.66
621,29.0,143489.0,12.0,Marketing,Pune,3.31,3565.0,31,0.45
622,66.0,116523.0,28.0,HR,Bangalore,3.26,43194.0,33,0.84
623,30.0,66828.0,30.0,Finance,Delhi,3.0,20977.0,39,0.96
624,40.0,140824.0,15.0,Finance,Delhi,1.28,21118.0,36,0.78
625,,67924.0,29.0,IT,Bangalore,1.36,22641.0,53,0.62
626,52.0,94182.0,15.0,Finance,Pune,3.4,7366.0,46,0.61
627,58.0,113065.0,11.0,IT,Ahmedabad,2.36,,49,0.85
628,47.0,79052.0,16.0,Marketing,Bangalore,4.67,15630.0,35,0.54
629,34.0,31664.0,15.0,HR,Bangalore,2.63,20056.0,48,0.8
630,66.0,55737.0,11.0,Marketing,Bangalore,1.57,7382.0,34,0.51
631,37.0,,7.0,Sales,Delhi,,,39,0.06
632,,109563.0,19.0,Sales,Mumbai,2.17,48639.0,38,0.38
633,42.0,49373.0,2.0,Sales,Ahmedabad,3.1,,56,0.44
634,39.0,137369.0,15.0,Marketing,Pune,3.79,992.0,42,0.14
635,30.0,56397.0,29.0,Finance,Pune,4.6,6858.0,48,0.1
636,36.0,148575.0,22.0,HR,Mumbai,4.17,2121.0,50,0.54
637,66.0,106145.0,27.0,Sales,Bangalore,3.71,27160.0,53,0.09
638,53.0,121371.0,39.0,Sales,Ahmedabad,,45156.0,35,0.3
639,29.0,58709.0,4.0,Sales,Pune,4.78,20906.0,33,0.74
640,58.0,136074.0,19.0,HR,Pune,2.18,19572.0,53,0.96
641,36.0,81120.0,39.0,Sales,Bangalore,1.0,4136.0,56,0.72
642,29.0,39250.0,0.0,HR,Mumbai,2.09,16727.0,32,0.99
643,26.0,41172.0,29.0,Sales,Ahmedabad,1.87,32167.0,32,0.7
644,24.0,31555.0,20.0,Marketing,Mumbai,3.65,45421.0,33,0.29
645,45.0,107410.0,19.0,Marketing,Mumbai,3.53,15479.0,54,0.67
646,31.0,98617.0,5.0,HR,Ahmedabad,3.37,31376.0,34,0.7
647,,73276.0,21.0,Marketing,Ahmedabad,1.06,4823.0,37,0.37
648,69.0,77492.0,17.0,HR,Pune,3.92,4920.0,45,0.02
649,36.0,73002.0,7.0,Marketing,Pune,2.29,19585.0,51,0.7
650,,140103.0,38.0,Marketing,Ahmedabad,3.66,38239.0,32,0.02
651,33.0,144938.0,31.0,HR,Delhi,3.23,17272.0,53,0.63
652,22.0,,32.0,Finance,Pune,2.37,26619.0,41,0.16
653,52.0,92355.0,15.0,Marketing,Delhi,1.54,9533.0,54,0.57
654,29.0,,,Sales,Ahmedabad,1.38,39895.0,37,0.5
655,,44762.0,37.0,Finance,Pune,4.33,3720.0,42,0.01
656,69.0,31046.0,33.0,HR,Mumbai,4.67,,33,0.36
657,38.0,116999.0,13.0,Finance,Ahmedabad,3.6,15696.0,43,0.6
658,,144130.0,35.0,IT,Bangalore,1.41,,43,0.85
659,40.0,136021.0,,IT,Delhi,2.61,23345.0,42,0.89
660,33.0,48769.0,22.0,Marketing,Ahmedabad,3.92,,56,0.48
661,56.0,73302.0,1.0,Marketing,Ahmedabad,4.12,19385.0,35,0.73
662,62.0,43150.0,20.0,Sales,Pune,1.47,18122.0,46,0.32
663,,88247.0,1.0,Finance,Pune,1.0,1364.0,33,0.34
664,56.0,24853.0,26.0,IT,Pune,3.85,2708.0,37,0.19
665,,114613.0,8.0,Marketing,Bangalore,2.43,12982.0,46,0.56
666,48.0,140900.0,0.0,Finance,Pune,2.02,17308.0,32,0.31
667,22.0,109399.0,10.0,Marketing,Ahmedabad,1.05,32919.0,46,0.08
668,52.0,41792.0,2.0,Marketing,Pune,3.16,,38,0.69
669,40.0,79129.0,22.0,IT,Mumbai,4.4,35089.0,31,0.71
670,46.0,126019.0,25.0,IT,Pune,4.83,13865.0,54,0.36
671,60.0,94478.0,3.0,Marketing,Bangalore,3.26,495.0,42,0.08
672,28.0,133811.0,17.0,HR,Mumbai,3.06,44755.0,49,0.43
673,35.0,134130.0,5.0,Marketing,Ahmedabad,1.34,2148.0,31,0.44
674,64.0,,34.0,Marketing,Ahmedabad,,33324.0,49,0.67
675,,51987.0,21.0,Sales,Delhi,2.52,13393.0,57,0.32
676,,35850.0,14.0,Sales,Mumbai,3.43,1552.0,40,0.68
677,27.0,32112.0,21.0,Sales,Delhi,,35853.0,56,0.87
678,61.0,141789.0,36.0,HR,Mumbai,1.96,32924.0,55,0.24
679,34.0,44058.0,11.0,HR,Mumbai,1.38,8926.0,51,0.98
680,55.0,65420.0,37.0,Marketing,Bangalore,2.26,,44,0.39
681,24.0,,17.0,Sales,Delhi,1.39,23889.0,40,0.27
682,63.0,86017.0,34.0,HR,Bangalore,1.71,39930.0,52,0.42
683,30.0,67304.0,29.0,IT,Mumbai,4.95,8055.0,32,0.09
684,,52921.0,23.0,Marketing,Ahmedabad,2.78,4654.0,32,0.13
685,59.0,125921.0,29.0,Finance,Mumbai,3.13,22634.0,57,0.41
686,26.0,21524.0,13.0,Marketing,Bangalore,,32363.0,55,0.76
687,67.0,120424.0,5.0,Finance,Delhi,4.98,11468.0,41,0.9
688,44.0,35048.0,,Sales,Delhi,3.33,32922.0,53,0.66
689,,55111.0,15.0,Finance,Bangalore,4.25,40718.0,34,0.11
690,22.0,,6.0,Sales,Delhi,,48091.0,49,0.67
691,46.0,74912.0,13.0,IT,Pune,2.22,17380.0,36,0.64
692,,54008.0,8.0,Finance,Ahmedabad,2.61,,36,0.81
693,,20060.0,,Marketing,Ahmedabad,3.69,37394.0,42,0.83
694,36.0,,,Sales,Ahmedabad,3.73,14259.0,38,0.87
695,25.0,,34.0,Marketing,Delhi,,14873.0,54,0.41
696,,75337.0,1.0,HR,Delhi,1.53,13016.0,50,0.7
697,62.0,,26.0,Sales,Mumbai,3.53,42137.0,42,0.27
698,18.0,33350.0,1.0,Finance,Mumbai,1.51,,41,1.0
699,39.0,44354.0,34.0,Sales,Ahmedabad,3.31,7853.0,42,0.18
700,69.0,65186.0,17.0,Marketing,Pune,3.77,12379.0,53,0.01
701,34.0,48145.0,,IT,Mumbai,3.8,15792.0,39,0.15
702,24.0,54020.0,19.0,Sales,Mumbai,4.01,38367.0,30,0.78
703,42.0,106123.0,17.0,Finance,Delhi,4.49,18100.0,54,0.45
704,62.0,126667.0,9.0,HR,Pune,3.0,47553.0,37,0.45
705,21.0,95186.0,24.0,IT,Ahmedabad,3.92,11049.0,51,0.96
706,53.0,105469.0,1.0,HR,Mumbai,3.48,786.0,45,0.92
707,23.0,40581.0,,Sales,Pune,1.75,4368.0,42,0.31
708,48.0,108929.0,32.0,Marketing,Pune,1.1,30699.0,32,0.21
709,36.0,,35.0,Marketing,Ahmedabad,2.14,47691.0,32,0.85
710,61.0,71474.0,30.0,Finance,Pune,2.77,37040.0,53,0.91
711,56.0,,13.0,Marketing,Pune,3.47,27454.0,34,0.54
712,44.0,145995.0,0.0,IT,Pune,4.4,38762.0,55,0.63
713,27.0,134618.0,,Marketing,Mumbai,,23600.0,40,0.26
714,43.0,89626.0,,Finance,Ahmedabad,1.5,29238.0,59,0.8
715,36.0,,34.0,Sales,Pune,4.85,25241.0,36,0.63
716,56.0,,,Sales,Pune,1.43,19810.0,50,0.5
717,20.0,41520.0,24.0,Marketing,Mumbai,2.91,,53,0.06
718,62.0,69481.0,12.0,HR,Ahmedabad,3.34,21811.0,39,0.92
719,30.0,,,Sales,Delhi,,39779.0,39,0.62
720,67.0,114006.0,7.0,Marketing,Mumbai,1.34,20085.0,49,0.19
721,45.0,148496.0,20.0,Finance,Ahmedabad,1.23,46854.0,31,0.61
722,37.0,77134.0,33.0,Marketing,Pune,1.42,9261.0,32,0.68
723,45.0,,3.0,Sales,Ahmedabad,3.34,18733.0,37,0.53
724,25.0,21341.0,24.0,Finance,Ahmedabad,3.18,39779.0,40,0.72
725,58.0,64623.0,14.0,Marketing,Ahmedabad,1.93,29079.0,42,0.58
726,56.0,110327.0,3.0,IT,Delhi,3.55,33980.0,36,0.95
727,18.0,20338.0,11.0,Finance,Ahmedabad,4.28,14141.0,42,0.05
728,20.0,91431.0,31.0,IT,Delhi,1.17,9344.0,31,0.11
729,30.0,32254.0,31.0,HR,Pune,2.99,39472.0,35,0.17
730,45.0,71860.0,27.0,Finance,Delhi,3.76,,38,0.69
731,66.0,31344.0,,IT,Pune,2.01,23817.0,49,0.65
732,42.0,21750.0,,Sales,Pune,,29813.0,54,0.89
733,50.0,74756.0,13.0,Sales,Delhi,3.45,18895.0,31,0.73
