,id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level,salary_bonus,city_deparment,salary_category
244,245,28.0,118723.0,31.0,Finance,Delhi,3.01,2716.0,45,0.83,11872.3,Delhi-Finance,High
245,246,34.0,71356.0,17.0,IT,Bangalore,1.99,16574.0,59,0.46,7135.6,Bangalore-IT,Medium
246,247,,30789.0,5.0,Marketing,Mumbai,2.88,46279.0,41,0.49,3078.9,Mumbai-Marketing,Low
247,248,41.0,117720.0,,Finance,Delhi,,17719.0,59,0.93,11772.0,Delhi-Finance,High
248,249,22.0,86656.0,18.0,Sales,Pune,4.0,,33,0.64,8665.6,Pune-Sales,Medium
249,250,69.0,64028.0,,Marketing,Ahmedabad,4.02,45763.0,32,0.9,6402.8,Ahmedabad-Marketing,Medium
250,251,51.0,84484.0,36.0,Finance,Delhi,3.31,44066.0,51,0.46,8448.4,Delhi-Finance,Medium
251,252,,52154.0,31.0,Sales,Delhi,4.62,49530.0,46,0.15,5215.4,Delhi-Sales,Medium
252,253,39.0,102870.0,2.0,IT,Pune,4.27,20213.0,51,0.93,10287.0,Pune-IT,High
253,254,28.0,22336.0,27.0,Finance,Bangalore,4.03,6380.0,47,0.46,2233.6,Bangalore-Finance,Low
254,255,65.0,123677.0,9.0,Sales,Mumbai,1.22,615.0,54,0.18,12367.7,Mumbai-Sales,High
255,256,33.0,87779.0,34.0,IT,Pune,1.03,463.0,47,0.3,8777.9,Pune-IT,Medium
256,257,50.0,39029.0,28.0,Marketing,Mumbai,1.85,31973.0,52,0.05,3902.9,Mumbai-Marketing,Low
257,258,26.0,79201.0,14.0,Marketing,Bangalore,,9158.0,57,0.47,7920.1,Bangalore-Marketing,Medium
258,259,,52265.0,32.0,Marketing,Delhi,2.64,20651.0,46,0.85,5226.5,Delhi-Marketing,Medium
259,260,,122916.0,6.0,Marketing,Mumbai,2.61,3158.0,41,0.93,12291.6,Mumbai-Marketing,High
260,261,46.0,132250.0,,HR,Ahmedabad,4.54,20008.0,52,0.93,13225.0,Ahmedabad-HR,High
261,262,20.0,136553.0,29.0,Finance,Ahmedabad,4.58,46202.0,50,0.13,13655.3,Ahmedabad-Finance,High
262,263,37.0,63872.0,,Finance,Pune,4.64,4938.0,53,0.38,6387.2,Pune-Finance,Medium
263,264,53.0,66197.0,30.0,HR,Bangalore,,38185.0,33,0.03,6619.7,Bangalore-HR,Medium
264,265,36.0,145733.0,23.0,Sales,Pune,3.76,22388.0,41,0.86,14573.3,Pune-Sales,High
265,266,43.0,75180.0,19.0,Sales,Pune,2.09,8881.0,55,0.36,7518.0,Pune-Sales,Medium
266,267,,43710.0,,Marketing,Pune,1.76,5603.0,52,0.63,4371.0,Pune-Marketing,Low
267,268,36.0,49486.0,3.0,IT,Ahmedabad,1.74,34980.0,51,0.71,4948.6,Ahmedabad-IT,Low
268,269,37.0,91907.0,,Sales,Ahmedabad,2.37,22504.0,50,0.43,9190.7,Ahmedabad-Sales,Medium
269,270,49.0,148876.0,19.0,IT,Pune,,16766.0,49,0.31,14887.6,Pune-IT,High
270,271,24.0,91895.0,23.0,Finance,Ahmedabad,4.32,,44,0.96,9189.5,Ahmedabad-Finance,Medium
271,272,69.0,84435.0,31.0,IT,Bangalore,1.48,11695.0,52,0.96,8443.5,Bangalore-IT,Medium
272,273,58.0,60631.0,35.0,Finance,Pune,3.94,17796.0,57,0.29,6063.1,Pune-Finance,Medium
273,274,50.0,,33.0,HR,Ahmedabad,3.13,42543.0,45,0.48,,Ahmedabad-HR,
274,275,57.0,121532.0,,HR,Mumbai,2.15,14559.0,34,0.97,12153.2,Mumbai-HR,High
275,276,56.0,40103.0,1.0,Marketing,Pune,2.97,38914.0,50,0.0,4010.3,Pune-Marketing,Low
276,277,35.0,84772.0,14.0,Sales,Pune,2.2,33139.0,44,0.41,8477.2,Pune-Sales,Medium
277,278,57.0,146108.0,33.0,Marketing,Bangalore,3.38,,46,0.1,14610.8,Bangalore-Marketing,High
278,279,18.0,34382.0,,Finance,Delhi,2.74,8802.0,47,0.51,3438.2,Delhi-Finance,Low
279,280,28.0,104291.0,5.0,Marketing,Delhi,1.66,8307.0,34,0.02,10429.1,Delhi-Marketing,High
280,281,45.0,121195.0,38.0,IT,Bangalore,1.47,40205.0,42,0.41,12119.5,Bangalore-IT,High
281,282,42.0,23756.0,11.0,Finance,Bangalore,3.19,33214.0,48,0.22,2375.6,Bangalore-Finance,Low
282,283,67.0,40609.0,2.0,HR,Bangalore,,,59,0.53,4060.9,Bangalore-HR,Low
283,284,,134074.0,17.0,Sales,Delhi,2.38,11516.0,42,1.0,13407.4,Delhi-Sales,High
284,285,48.0,36478.0,,Finance,Bangalore,3.93,29086.0,47,0.8,3647.8,Bangalore-Finance,Low
285,286,47.0,120978.0,20.0,Finance,Ahmedabad,3.63,48222.0,43,0.85,12097.8,Ahmedabad-Finance,High
286,287,59.0,,14.0,IT,Pune,4.73,30480.0,59,0.64,,Pune-IT,
287,288,52.0,95683.0,32.0,Sales,Pune,4.28,44659.0,33,0.04,9568.3,Pune-Sales,Medium
288,289,24.0,119097.0,34.0,HR,Mumbai,3.27,47766.0,33,0.21,11909.7,Mumbai-HR,High
289,290,33.0,144714.0,,Finance,Mumbai,3.63,38737.0,49,0.93,14471.4,Mumbai-Finance,High
290,291,43.0,120420.0,,Finance,Pune,4.59,9265.0,49,0.37,12042.0,Pune-Finance,High
291,292,65.0,91315.0,35.0,IT,Ahmedabad,2.6,48629.0,48,0.1,9131.5,Ahmedabad-IT,Medium
292,293,69.0,97834.0,29.0,Marketing,Delhi,2.31,5454.0,42,0.7,9783.4,Delhi-Marketing,Medium
293,294,66.0,146205.0,,HR,Delhi,1.04,35918.0,41,0.3,14620.5,Delhi-HR,High
294,295,19.0,,13.0,Sales,Ahmedabad,4.31,26181.0,36,0.27,,Ahmedabad-Sales,
295,296,18.0,129415.0,13.0,Finance,Delhi,4.2,15386.0,54,1.0,12941.5,Delhi-Finance,High
296,297,65.0,,1.0,Finance,Bangalore,1.42,39182.0,41,0.86,,Bangalore-Finance,
297,298,29.0,129701.0,36.0,HR,Pune,3.31,,50,0.41,12970.1,Pune-HR,High
298,299,22.0,32999.0,4.0,Marketing,Pune,,43254.0,33,0.98,3299.9,Pune-Marketing,Low
299,300,54.0,75318.0,37.0,Finance,Ahmedabad,1.47,24327.0,56,0.65,7531.8,Ahmedabad-Finance,Medium
300,301,49.0,,13.0,HR,Delhi,4.92,21181.0,31,0.74,,Delhi-HR,
301,302,26.0,135033.0,,IT,Mumbai,1.86,47662.0,31,0.03,13503.3,Mumbai-IT,High
302,303,58.0,96077.0,24.0,Marketing,Mumbai,1.27,21452.0,34,0.12,9607.7,Mumbai-Marketing,Medium
303,304,52.0,110474.0,19.0,Sales,Delhi,3.38,38248.0,52,0.63,11047.4,Delhi-Sales,High
304,305,,,1.0,Finance,Mumbai,,40801.0,39,0.9,,Mumbai-Finance,
305,306,65.0,95993.0,38.0,HR,Ahmedabad,1.13,33751.0,39,0.62,9599.3,Ahmedabad-HR,Medium
306,307,33.0,95916.0,5.0,IT,Ahmedabad,3.63,21991.0,38,0.13,9591.6,Ahmedabad-IT,Medium
307,308,20.0,93319.0,16.0,Sales,Delhi,,41311.0,42,0.12,9331.9,Delhi-Sales,Medium
308,309,37.0,145885.0,24.0,HR,Mumbai,,9916.0,36,0.84,14588.5,Mumbai-HR,High
309,310,41.0,129777.0,27.0,HR,Ahmedabad,1.69,,34,0.14,12977.7,Ahmedabad-HR,High
310,311,50.0,37368.0,1.0,Sales,Ahmedabad,3.27,25855.0,55,0.52,3736.8,Ahmedabad-Sales,Low
311,312,41.0,35328.0,34.0,IT,Bangalore,2.19,15581.0,39,0.04,3532.8,Bangalore-IT,Low
312,313,69.0,76942.0,36.0,IT,Bangalore,4.75,1907.0,39,0.08,7694.2,Bangalore-IT,Medium
313,314,,111751.0,4.0,Marketing,Ahmedabad,4.27,,35,0.67,11175.1,Ahmedabad-Marketing,High
314,315,66.0,119131.0,,Finance,Delhi,,23308.0,56,0.69,11913.1,Delhi-Finance,High
315,316,25.0,47306.0,39.0,Sales,Pune,2.04,41984.0,57,0.34,4730.6,Pune-Sales,Low
316,317,53.0,105451.0,11.0,Sales,Pune,4.88,41505.0,48,0.22,10545.1,Pune-Sales,High
317,318,55.0,59915.0,35.0,Sales,Ahmedabad,2.72,46525.0,50,0.81,5991.5,Ahmedabad-Sales,Medium
318,319,57.0,57219.0,22.0,IT,Ahmedabad,,36942.0,37,0.22,5721.9,Ahmedabad-IT,Medium
319,320,37.0,100879.0,30.0,Finance,Ahmedabad,1.2,26957.0,30,0.54,10087.9,Ahmedabad-Finance,High
320,321,52.0,131939.0,10.0,Marketing,Delhi,1.21,25464.0,57,0.97,13193.9,Delhi-Marketing,High
321,322,65.0,84644.0,9.0,HR,Bangalore,3.77,48476.0,46,0.15,8464.4,Bangalore-HR,Medium
322,323,42.0,80279.0,2.0,HR,Ahmedabad,,23649.0,36,0.94,8027.9,Ahmedabad-HR,Medium
323,324,52.0,73028.0,13.0,Sales,Ahmedabad,1.91,42065.0,43,0.18,7302.8,Ahmedabad-Sales,Medium
324,325,42.0,124263.0,15.0,Finance,Mumbai,3.46,27125.0,50,0.57,12426.3,Mumbai-Finance,High
325,326,46.0,20126.0,9.0,IT,Delhi,2.01,34758.0,59,0.38,2012.6,Delhi-IT,Low
326,327,35.0,72329.0,28.0,Finance,Ahmedabad,3.31,5596.0,50,0.96,7232.9,Ahmedabad-Finance,Medium
327,328,63.0,47632.0,9.0,Finance,Mumbai,2.44,16374.0,46,0.27,4763.2,Mumbai-Finance,Low
328,329,35.0,127099.0,11.0,IT,Pune,4.29,,38,0.4,12709.9,Pune-IT,High
329,330,19.0,85310.0,29.0,Sales,Ahmedabad,4.28,27388.0,46,0.98,8531.0,Ahmedabad-Sales,Medium
330,331,52.0,129945.0,0.0,Finance,Ahmedabad,2.91,21029.0,34,0.54,12994.5,Ahmedabad-Finance,High
331,332,33.0,75176.0,4.0,HR,Mumbai,2.4,18445.0,55,0.5,7517.6,Mumbai-HR,Medium
332,333,58.0,139797.0,19.0,IT,Delhi,2.45,48474.0,54,0.26,13979.7,Delhi-IT,High
333,334,53.0,106066.0,7.0,Marketing,Ahmedabad,4.22,14645.0,59,0.7,10606.6,Ahmedabad-Marketing,High
334,335,50.0,,11.0,Sales,Pune,,,49,0.01,,Pune-Sales,
335,336,21.0,146413.0,0.0,IT,Ahmedabad,1.84,13668.0,58,0.05,14641.3,Ahmedabad-IT,High
336,337,50.0,64327.0,,Marketing,Pune,1.34,15960.0,37,0.6,6432.7,Pune-Marketing,Medium
337,338,31.0,88904.0,27.0,Marketing,Bangalore,2.87,,35,0.34,8890.4,Bangalore-Marketing,Medium
338,339,38.0,23797.0,36.0,Finance,Bangalore,2.93,37203.0,40,0.95,2379.7,Bangalore-Finance,Low
339,340,65.0,,36.0,Finance,Pune,4.36,,48,0.9,,Pune-Finance,
340,341,,33718.0,11.0,Finance,Delhi,1.88,14626.0,33,0.71,3371.8,Delhi-Finance,Low
341,342,25.0,54560.0,36.0,IT,Ahmedabad,2.52,28132.0,47,0.82,5456.0,Ahmedabad-IT,Medium
342,343,24.0,,27.0,IT,Ahmedabad,4.23,7951.0,30,0.67,,Ahmedabad-IT,
343,344,20.0,42116.0,14.0,Sales,Bangalore,4.29,6449.0,42,0.13,4211.6,Bangalore-Sales,Low
344,345,34.0,56244.0,5.0,Finance,Pune,,19065.0,43,0.77,5624.4,Pune-Finance,Medium
345,346,50.0,121721.0,19.0,Marketing,Ahmedabad,2.84,35967.0,53,0.21,12172.1,Ahmedabad-Marketing,High
346,347,,21645.0,13.0,HR,Ahmedabad,2.21,39536.0,30,0.32,2164.5,Ahmedabad-HR,Low
347,348,,67523.0,1.0,Sales,Delhi,4.73,9130.0,59,0.82,6752.3,Delhi-Sales,Medium
348,349,68.0,144085.0,8.0,IT,Mumbai,1.47,23824.0,58,0.54,14408.5,Mumbai-IT,High
349,350,39.0,137718.0,36.0,Sales,Bangalore,,41401.0,40,0.86,13771.8,Bangalore-Sales,High
350,351,39.0,39256.0,,Sales,Bangalore,,36993.0,46,0.21,3925.6,Bangalore-Sales,Low
351,352,63.0,,,Sales,Mumbai,3.13,31875.0,33,0.61,,Mumbai-Sales,
352,353,,120158.0,28.0,Sales,Ahmedabad,1.13,49748.0,55,0.08,12015.8,Ahmedabad-Sales,High
353,354,55.0,73173.0,0.0,HR,Delhi,2.9,6054.0,41,0.64,7317.3,Delhi-HR,Medium
354,355,55.0,57430.0,34.0,Finance,Delhi,2.63,34273.0,39,0.76,5743.0,Delhi-Finance,Medium
355,356,62.0,59282.0,5.0,Marketing,Bangalore,1.64,41821.0,35,0.58,5928.2,Bangalore-Marketing,Medium
356,357,68.0,139719.0,36.0,Sales,Delhi,3.63,48517.0,54,0.27,13971.9,Delhi-Sales,High
357,358,25.0,83374.0,,Sales,Mumbai,4.88,10832.0,30,0.03,8337.4,Mumbai-Sales,Medium
358,359,44.0,88244.0,32.0,Sales,Ahmedabad,3.25,29670.0,36,0.12,8824.4,Ahmedabad-Sales,Medium
359,360,44.0,31694.0,13.0,Finance,Mumbai,3.86,49112.0,55,0.62,3169.4,Mumbai-Finance,Low
360,361,51.0,76264.0,11.0,IT,Pune,1.27,22852.0,56,0.93,7626.4,Pune-IT,Medium
361,362,38.0,95060.0,19.0,IT,Bangalore,2.67,23620.0,50,0.21,9506.0,Bangalore-IT,Medium
362,363,47.0,,23.0,HR,Delhi,1.47,28307.0,57,0.74,,Delhi-HR,
363,364,50.0,77545.0,33.0,IT,Pune,,47551.0,45,0.87,7754.5,Pune-IT,Medium
364,365,45.0,138195.0,24.0,Sales,Delhi,4.75,1551.0,53,0.52,13819.5,Delhi-Sales,High
365,366,,,28.0,Sales,Ahmedabad,3.65,47922.0,43,0.67,,Ahmedabad-Sales,
366,367,50.0,122516.0,38.0,Sales,Ahmedabad,1.31,27812.0,52,0.82,12251.6,Ahmedabad-Sales,High
367,368,22.0,117945.0,30.0,HR,Ahmedabad,2.42,13799.0,49,0.26,11794.5,Ahmedabad-HR,High
368,369,65.0,33224.0,22.0,Sales,Delhi,3.2,26312.0,49,0.3,3322.4,Delhi-Sales,Low
369,370,36.0,60738.0,37.0,IT,Pune,,39620.0,35,0.0,6073.8,Pune-IT,Medium
370,371,21.0,45150.0,19.0,Finance,Ahmedabad,4.33,1449.0,51,0.96,4515.0,Ahmedabad-Finance,Low
371,372,52.0,83731.0,22.0,Finance,Pune,4.26,24426.0,54,0.92,8373.1,Pune-Finance,Medium
372,373,66.0,69688.0,15.0,Marketing,Delhi,3.45,35427.0,57,0.76,6968.8,Delhi-Marketing,Medium
373,374,34.0,119929.0,7.0,IT,Pune,2.49,40277.0,34,0.08,11992.9,Pune-IT,High
374,375,61.0,128618.0,20.0,Sales,Delhi,2.02,31551.0,53,0.45,12861.8,Delhi-Sales,High
375,376,45.0,,0.0,Finance,Delhi,1.42,24277.0,50,0.1,,Delhi-Finance,
376,377,47.0,28577.0,7.0,IT,Bangalore,,35489.0,47,0.02,2857.7,Bangalore-IT,Low
377,378,46.0,28070.0,28.0,Finance,Delhi,2.65,45212.0,44,0.62,2807.0,Delhi-Finance,Low
378,379,63.0,146161.0,31.0,Sales,Delhi,3.7,9637.0,35,0.96,14616.1,Delhi-Sales,High
379,380,23.0,28666.0,,Finance,Mumbai,3.63,43258.0,54,0.9,2866.6,Mumbai-Finance,Low
380,381,52.0,77761.0,4.0,Marketing,Ahmedabad,1.28,35693.0,58,0.7,7776.1,Ahmedabad-Marketing,Medium
381,382,58.0,141178.0,21.0,Marketing,Bangalore,2.58,9824.0,48,0.1,14117.8,Bangalore-Marketing,High
382,383,,56368.0,33.0,Finance,Bangalore,1.73,26950.0,30,0.27,5636.8,Bangalore-Finance,Medium
383,384,41.0,26783.0,,IT,Bangalore,1.63,,30,0.32,2678.3,Bangalore-IT,Low
384,385,46.0,,25.0,IT,Mumbai,4.31,39008.0,42,0.76,,Mumbai-IT,
385,386,66.0,61914.0,9.0,IT,Delhi,1.17,49664.0,32,0.8,6191.4,Delhi-IT,Medium
386,387,63.0,90507.0,29.0,Finance,Ahmedabad,2.68,215.0,39,0.39,9050.7,Ahmedabad-Finance,Medium
387,388,,147738.0,17.0,IT,Pune,,,50,0.42,14773.8,Pune-IT,High
388,389,52.0,99026.0,16.0,Sales,Delhi,4.52,11523.0,32,0.04,9902.6,Delhi-Sales,Medium
389,390,50.0,135893.0,25.0,Marketing,Mumbai,3.23,10364.0,38,0.29,13589.3,Mumbai-Marketing,High
390,391,69.0,131255.0,7.0,Sales,Delhi,1.93,3153.0,37,0.45,13125.5,Delhi-Sales,High
391,392,38.0,130616.0,,IT,Delhi,3.01,23834.0,32,0.12,13061.6,Delhi-IT,High
392,393,49.0,87526.0,11.0,Sales,Mumbai,3.93,34474.0,54,0.45,8752.6,Mumbai-Sales,Medium
393,394,40.0,90835.0,26.0,IT,Bangalore,4.83,43066.0,42,0.85,9083.5,Bangalore-IT,Medium
394,395,50.0,65765.0,7.0,Finance,Bangalore,1.88,,35,0.58,6576.5,Bangalore-Finance,Medium
395,396,20.0,39956.0,24.0,Sales,Ahmedabad,4.54,10400.0,42,0.08,3995.6,Ahmedabad-Sales,Low
396,397,,107895.0,,Finance,Ahmedabad,4.74,10345.0,52,0.19,10789.5,Ahmedabad-Finance,High
397,398,42.0,66240.0,32.0,Finance,Bangalore,4.67,33896.0,49,0.47,6624.0,Bangalore-Finance,Medium
398,399,,141008.0,0.0,HR,Pune,3.54,19894.0,49,0.36,14100.8,Pune-HR,High
399,400,48.0,57148.0,18.0,IT,Delhi,3.52,28899.0,41,0.36,5714.8,Delhi-IT,Medium
400,401,20.0,114270.0,30.0,Marketing,Pune,,40635.0,42,0.53,11427.0,Pune-Marketing,High
401,402,57.0,147978.0,15.0,IT,Delhi,4.01,28229.0,31,0.58,14797.8,Delhi-IT,High
402,403,,24757.0,13.0,Marketing,Bangalore,3.13,5583.0,50,0.8,2475.7,Bangalore-Marketing,Low
403,404,41.0,39097.0,,IT,Ahmedabad,3.71,4897.0,53,0.34,3909.7,Ahmedabad-IT,Low
404,405,67.0,,25.0,Finance,Ahmedabad,2.71,6001.0,52,0.81,,Ahmedabad-Finance,
405,406,,36241.0,27.0,Sales,Pune,,43881.0,45,0.34,3624.1,Pune-Sales,Low
406,407,64.0,123892.0,1.0,Sales,Ahmedabad,4.3,4567.0,52,0.06,12389.2,Ahmedabad-Sales,High
407,408,39.0,47696.0,5.0,HR,Bangalore,1.59,9271.0,35,0.55,4769.6,Bangalore-HR,Low
408,409,40.0,135654.0,8.0,Marketing,Pune,4.33,47116.0,48,0.59,13565.4,Pune-Marketing,High
409,410,19.0,90480.0,32.0,Marketing,Delhi,3.16,11703.0,50,0.93,9048.0,Delhi-Marketing,Medium
410,411,44.0,66163.0,24.0,Marketing,Ahmedabad,,13329.0,42,0.73,6616.3,Ahmedabad-Marketing,Medium
411,412,59.0,39816.0,12.0,Finance,Mumbai,2.73,35509.0,46,0.92,3981.6,Mumbai-Finance,Low
412,413,19.0,69840.0,8.0,Marketing,Ahmedabad,,6256.0,52,0.91,6984.0,Ahmedabad-Marketing,Medium
413,414,43.0,122547.0,12.0,Sales,Delhi,4.66,228.0,38,0.6,12254.7,Delhi-Sales,High
414,415,34.0,72853.0,30.0,Finance,Pune,2.0,24746.0,46,0.53,7285.3,Pune-Finance,Medium
415,416,57.0,44917.0,10.0,IT,Delhi,4.38,16678.0,58,0.56,4491.7,Delhi-IT,Low
416,417,50.0,116731.0,3.0,Marketing,Mumbai,2.94,37052.0,31,0.98,11673.1,Mumbai-Marketing,High
417,418,26.0,41566.0,33.0,Marketing,Bangalore,,46032.0,48,0.77,4156.6,Bangalore-Marketing,Low
418,419,60.0,,37.0,IT,Ahmedabad,2.23,46158.0,48,0.11,,Ahmedabad-IT,
419,420,65.0,82823.0,3.0,Marketing,Pune,3.29,23185.0,53,0.78,8282.3,Pune-Marketing,Medium
420,421,56.0,141392.0,37.0,IT,Bangalore,2.3,33686.0,36,0.17,14139.2,Bangalore-IT,High
421,422,46.0,40806.0,,Finance,Delhi,1.16,11445.0,51,0.45,4080.6,Delhi-Finance,Low
422,423,59.0,95520.0,5.0,Sales,Pune,2.09,33266.0,39,0.21,9552.0,Pune-Sales,Medium
423,424,43.0,21759.0,33.0,IT,Bangalore,1.03,2809.0,39,0.69,2175.9,Bangalore-IT,Low
424,425,52.0,146092.0,17.0,HR,Pune,,37729.0,56,0.88,14609.2,Pune-HR,High
425,426,67.0,61949.0,,IT,Mumbai,4.86,41785.0,49,0.29,6194.9,Mumbai-IT,Medium
426,427,42.0,112374.0,22.0,Marketing,Mumbai,2.58,36547.0,38,0.08,11237.4,Mumbai-Marketing,High
427,428,41.0,22482.0,,Finance,Ahmedabad,3.91,42818.0,46,0.3,2248.2,Ahmedabad-Finance,Low
428,429,30.0,44442.0,10.0,Finance,Ahmedabad,2.38,34886.0,56,0.67,4444.2,Ahmedabad-Finance,Low
429,430,,53719.0,0.0,IT,Mumbai,3.68,6391.0,44,0.33,5371.9,Mumbai-IT,Medium
430,431,53.0,78066.0,23.0,Sales,Pune,4.22,145.0,31,0.28,7806.6,Pune-Sales,Medium
431,432,62.0,,6.0,HR,Mumbai,4.79,13929.0,59,0.18,,Mumbai-HR,
432,433,,22079.0,24.0,Finance,Ahmedabad,2.6,24326.0,33,0.5,2207.9,Ahmedabad-Finance,Low
433,434,18.0,22717.0,20.0,Marketing,Mumbai,4.13,29991.0,48,0.28,2271.7,Mumbai-Marketing,Low
434,435,25.0,79676.0,14.0,Marketing,Mumbai,2.06,47685.0,46,0.73,7967.6,Mumbai-Marketing,Medium
435,436,63.0,47952.0,0.0,Sales,Pune,4.96,,34,0.08,4795.2,Pune-Sales,Low
436,437,33.0,106444.0,11.0,Finance,Bangalore,1.1,16576.0,36,0.66,10644.4,Bangalore-Finance,High
437,438,31.0,62460.0,6.0,IT,Ahmedabad,3.41,,47,0.24,6246.0,Ahmedabad-IT,Medium
438,439,29.0,110397.0,14.0,Marketing,Pune,3.64,28464.0,50,0.49,11039.7,Pune-Marketing,High
439,440,68.0,92847.0,20.0,Sales,Mumbai,3.75,8243.0,51,0.29,9284.7,Mumbai-Sales,Medium
440,441,40.0,113607.0,18.0,Finance,Mumbai,,31601.0,56,0.72,11360.7,Mumbai-Finance,High
441,442,32.0,109106.0,28.0,Finance,Bangalore,4.75,2410.0,36,0.95,10910.6,Bangalore-Finance,High
442,443,45.0,38449.0,24.0,Finance,Ahmedabad,,1820.0,46,0.92,3844.9,Ahmedabad-Finance,Low
443,444,51.0,53536.0,,Finance,Ahmedabad,3.49,35289.0,36,0.58,5353.6,Ahmedabad-Finance,Medium
444,445,19.0,84077.0,,Finance,Delhi,1.89,38650.0,33,0.46,8407.7,Delhi-Finance,Medium
445,446,49.0,58258.0,34.0,Marketing,Ahmedabad,2.23,34635.0,37,0.82,5825.8,Ahmedabad-Marketing,Medium
446,447,40.0,68302.0,37.0,Sales,Bangalore,3.19,7465.0,42,0.68,6830.2,Bangalore-Sales,Medium
447,448,,145937.0,25.0,Finance,Delhi,2.67,32439.0,33,0.18,14593.7,Delhi-Finance,High
448,449,68.0,48865.0,,HR,Delhi,1.64,27314.0,35,0.82,4886.5,Delhi-HR,Low
449,450,42.0,26645.0,34.0,HR,Mumbai,1.68,,54,0.43,2664.5,Mumbai-HR,Low
450,451,39.0,139771.0,7.0,Sales,Mumbai,2.67,19583.0,34,0.19,13977.1,Mumbai-Sales,High
451,452,39.0,58000.0,13.0,IT,Ahmedabad,4.03,27155.0,59,0.28,5800.0,Ahmedabad-IT,Medium
452,453,66.0,46737.0,9.0,IT,Delhi,4.59,,41,0.27,4673.7,Delhi-IT,Low
453,454,69.0,31485.0,1.0,IT,Mumbai,1.34,12197.0,33,0.52,3148.5,Mumbai-IT,Low
454,455,59.0,58565.0,8.0,HR,Bangalore,2.57,,53,0.23,5856.5,Bangalore-HR,Medium
455,456,23.0,45522.0,2.0,IT,Mumbai,1.4,15424.0,58,0.12,4552.2,Mumbai-IT,Low
456,457,32.0,139614.0,,Marketing,Mumbai,1.07,,38,0.12,13961.4,Mumbai-Marketing,High
457,458,60.0,85155.0,25.0,Finance,Delhi,3.65,240.0,33,0.58,8515.5,Delhi-Finance,Medium
458,459,54.0,75168.0,7.0,HR,Delhi,,4631.0,48,0.73,7516.8,Delhi-HR,Medium
459,460,50.0,72487.0,1.0,Sales,Pune,1.65,9599.0,53,0.32,7248.7,Pune-Sales,Medium
460,461,25.0,149948.0,5.0,Sales,Bangalore,,44462.0,43,0.03,14994.8,Bangalore-Sales,High
461,462,61.0,32342.0,27.0,Finance,Delhi,1.09,24658.0,34,0.13,3234.2,Delhi-Finance,Low
462,463,61.0,60806.0,28.0,HR,Ahmedabad,,37845.0,47,0.91,6080.6,Ahmedabad-HR,Medium
463,464,22.0,68770.0,25.0,IT,Bangalore,4.9,32574.0,39,0.49,6877.0,Bangalore-IT,Medium
464,465,56.0,98623.0,24.0,IT,Bangalore,1.54,36536.0,54,0.45,9862.3,Bangalore-IT,Medium
465,466,,123177.0,11.0,Marketing,Delhi,1.93,41910.0,48,0.04,12317.7,Delhi-Marketing,High
466,467,23.0,119785.0,4.0,Marketing,Bangalore,4.47,7995.0,41,0.73,11978.5,Bangalore-Marketing,High
467,468,62.0,95629.0,33.0,IT,Delhi,4.71,25186.0,47,0.53,9562.9,Delhi-IT,Medium
468,469,49.0,140993.0,36.0,Sales,Mumbai,2.68,29245.0,46,0.2,14099.3,Mumbai-Sales,High
469,470,69.0,72603.0,14.0,Sales,Pune,1.2,22813.0,59,0.11,7260.3,Pune-Sales,Medium
470,471,47.0,146944.0,35.0,Marketing,Mumbai,1.16,13276.0,53,0.38,14694.4,Mumbai-Marketing,High
471,472,64.0,132726.0,14.0,Finance,Delhi,3.3,19989.0,40,0.84,13272.6,Delhi-Finance,High
472,473,52.0,101974.0,22.0,IT,Delhi,2.57,,32,0.87,10197.4,Delhi-IT,High
473,474,57.0,125947.0,5.0,Marketing,Mumbai,1.11,44243.0,52,0.6,12594.7,Mumbai-Marketing,High
474,475,69.0,46399.0,20.0,Marketing,Ahmedabad,3.33,18557.0,46,0.73,4639.9,Ahmedabad-Marketing,Low
475,476,33.0,148177.0,22.0,IT,Ahmedabad,1.05,28060.0,30,0.12,14817.7,Ahmedabad-IT,High
476,477,30.0,,15.0,IT,Ahmedabad,4.15,6568.0,44,0.59,,Ahmedabad-IT,
477,478,67.0,101244.0,14.0,Sales,Delhi,,35369.0,57,0.67,10124.4,Delhi-Sales,High
478,479,59.0,129575.0,,Finance,Bangalore,1.16,19041.0,38,0.2,12957.5,Bangalore-Finance,High
479,480,47.0,135520.0,35.0,Finance,Delhi,3.35,6080.0,44,0.88,13552.0,Delhi-Finance,High
480,481,36.0,130904.0,10.0,IT,Bangalore,2.59,13854.0,57,0.19,13090.4,Bangalore-IT,High
481,482,34.0,96534.0,14.0,HR,Mumbai,4.9,2159.0,53,0.31,9653.4,Mumbai-HR,Medium
482,483,36.0,75106.0,3.0,Marketing,Pune,3.18,27025.0,57,0.62,7510.6,Pune-Marketing,Medium
483,484,45.0,132599.0,20.0,Marketing,Bangalore,,41081.0,58,0.64,13259.9,Bangalore-Marketing,High
484,485,43.0,50678.0,12.0,IT,Ahmedabad,3.84,,32,0.7,5067.8,Ahmedabad-IT,Medium
485,486,,96218.0,21.0,HR,Delhi,2.09,34085.0,51,0.11,9621.8,Delhi-HR,Medium
486,487,43.0,83230.0,18.0,Sales,Mumbai,4.62,27094.0,56,0.85,8323.0,Mumbai-Sales,Medium
